,date,EBF,ENT,GEN,POL
0,2018-11-01,-0.07597472019630501,-0.11606646196302423,-0.12190547472258148,-0.1420582626297167
1,2018-11-02,-0.08790386870440116,-0.1329422619830471,-0.16874563553364286,-0.16982874913836818
2,2018-11-05,-0.08302597122324415,-0.06976480959675788,-0.10806785245971014,-0.11424933039269085
3,2018-11-06,-0.04747537254896569,-0.10990791159785455,-0.13915734846235775,-0.09083884177233675
4,2018-11-07,-0.038099629293355974,-0.07792741544237866,-0.06560485816628832,-0.08682461319197166
5,2018-11-08,-0.03679785039617864,-0.08380900776759623,-0.1672228282016568,-0.2584600402215539
6,2018-11-09,-0.19477032220772308,-0.12419831844612579,-0.15526420176840908,-0.252281806677397
7,2018-11-12,-0.15781199223647543,-0.11481018420191126,-0.14301966846850597,-0.15969443597785402
8,2018-11-13,-0.0902376674262373,-0.09970637798930208,-0.14309724581507824,-0.18720259949387538
9,2018-11-14,-0.10290025473356461,-0.09189798912884277,-0.16876830047976815,-0.2427600316370052
10,2018-11-15,-0.09544300259656033,-0.07822660725707045,-0.17377787768200506,-0.17608853092323565
11,2018-11-16,-0.10091798758593859,-0.08936608638320756,-0.14550495858734044,-0.11814541455910162
12,2018-11-19,-0.10518974308301934,-0.13887819955777794,-0.1300215117701217,-0.18199065726340447
13,2018-11-20,-0.16472251179130795,-0.11792967790837451,-0.1555194045957304,-0.20871107692817623
14,2018-11-21,-0.15234791803229136,-0.12096712347024034,-0.17281904670260098,-0.1266835160757892
15,2018-11-22,-0.07772715707569448,-0.02712768103300607,-0.16274484679161105,-0.16412546305218711
16,2018-11-23,-0.22267652558391623,-0.08651748436721081,-0.13460632334938463,-0.30334188922175337
17,2018-11-26,-0.11455142399853666,-0.07486190428798223,-0.198952810785559,-0.1805578719400222
18,2018-11-27,-0.11073359072761377,-0.1023888178900838,-0.1705748817921445,-0.18033010116137496
19,2018-11-28,-0.025240620700142605,-0.08693157060904437,-0.1621824630298401,-0.16843962360173464
20,2018-11-29,-0.07374805383223745,-0.11351373072947488,-0.17138223885098,-0.1942081828538159
21,2018-11-30,-0.136877018370257,-0.09990073778198788,-0.12792654070737106,-0.1749641883899184
