,date,EBF,ENT,GEN,POL
0,2016-01-01,-0.15031730829447995,-0.03835874909566621,-0.15089768881748641,0.01077980658208782
1,2016-01-04,-0.11745698140124457,-0.07240495906000473,-0.13218754199711438,-0.15709195421093314
2,2016-01-05,-0.08079840229891229,-0.016915328637785332,-0.12622154271114552,-0.11177458746504843
3,2016-01-06,-0.16206283838781407,-0.03250264026274955,-0.11622356534276478,-0.08118871383901154
4,2016-01-07,-0.16654103947387608,-0.0800056935275176,-0.11489734407802797,-0.10807482670668675
5,2016-01-08,-0.12857511255077234,-0.06975005176556873,-0.1303883784169028,-0.14269362045500253
6,2016-01-11,-0.0849880307115532,-0.01376477339366863,-0.07212738010519804,-0.07652781268896637
7,2016-01-12,0.0021986659158463196,-0.0368426383475917,-0.10051761151211105,-0.10501989944614182
8,2016-01-13,-0.050955114166180676,-0.07347092845202716,-0.13155923681738585,-0.14685216197537052
9,2016-01-14,-0.09050781384813694,-0.07533787765083995,-0.14448490545398607,-0.13009104812715916
10,2016-01-15,-0.1339519577896236,-0.07895271157842547,-0.15234634999741928,-0.12687205785840022
11,2016-01-18,-0.1121229847814073,-0.07642493261081086,-0.12184847378284143,-0.10167470069750208
12,2016-01-19,-0.07949701396904063,-0.08751901468284139,-0.11071633284722092,-0.08526444182526774
13,2016-01-20,-0.13976001324861462,-0.10403940008486036,-0.16790239249928743,-0.10895705729946151
14,2016-01-21,-0.054647376103856664,-0.060750818100886665,-0.14312246249814878,-0.14763805586649642
15,2016-01-22,-0.044089758886645236,-0.08068238501063484,-0.17793279213393445,-0.20419736712233752
16,2016-01-25,-0.08498118388205032,-0.07912138100192337,-0.13073240895918084,-0.0798636823032911
17,2016-01-26,-0.035707366759551044,-0.07152683884303286,-0.10149070510610206,-0.0591447485095643
18,2016-01-27,-0.10528058251601088,-0.091050126938181,-0.1406360709892578,-0.09319787174957779
19,2016-01-28,-0.02502735074264357,-0.09338502307032603,-0.10896569204464134,-0.11062814540822398
20,2016-01-29,-0.06525978728610397,-0.08488687801201523,-0.11583287554510337,-0.14129031253414173
21,2016-02-01,-0.026728597727111156,-0.011744983303829294,-0.09870758565417863,-0.033003176185887696
