,date,EBF,ENT,GEN,POL
0,2017-12-01,-0.019753098713939845,-0.09214892764699406,-0.09016797391685402,-0.12031028616928578
1,2017-12-04,0.0034045416046697297,-0.10187111995354171,-0.1413241582723754,-0.16370787623912617
2,2017-12-05,-0.02440462007449437,-0.11332840169332205,-0.17017724496421172,-0.19593532163816602
3,2017-12-06,-0.07773744828568491,-0.09602741632128782,-0.09021387267169263,-0.195818098958667
4,2017-12-07,-0.011983921508057821,-0.09776633090923928,-0.15572230664570139,-0.21959906229601492
5,2017-12-08,0.0462546789095736,-0.09562926394519983,-0.11916419069905201,-0.20777038694359362
6,2017-12-11,0.006154266864089578,-0.10274040326648565,-0.1424010686421146,-0.16100645970784877
7,2017-12-12,0.013499476821228195,-0.09067093786134948,-0.1368409740917768,-0.1000251587663852
8,2017-12-13,-0.0001860474779952371,-0.07800036989971024,-0.12397939636055648,-0.1389686621820731
9,2017-12-14,0.013909531419612644,-0.10067430035827707,-0.13702474642405765,-0.18933189549090818
10,2017-12-15,-0.028451119199694497,-0.0849038224538718,-0.12939188347492725,-0.13304685895855073
11,2017-12-18,0.00783097936220789,-0.1273969836221377,-0.1868127095331824,-0.17502672230988528
12,2017-12-19,0.012601504127748988,-0.1087128060788806,-0.10393764225744836,-0.1732764017227305
13,2017-12-20,0.026048574079030183,-0.0979622093810966,-0.14264020172413439,-0.13895479560228466
14,2017-12-21,0.04561822523074489,-0.1030607185093686,-0.13340622930460283,-0.1210241699714906
15,2017-12-22,0.005821348778913012,-0.10863714327848556,-0.1069921200891068,-0.17404460056334925
16,2017-12-25,-0.004562678399313356,-0.05638536697532162,-0.15349749491982898,-0.1095412944907097
17,2017-12-26,0.03228688000290419,-0.09176105568494418,-0.14323439867906898,-0.21668375751907282
18,2017-12-27,0.020046753437676722,-0.12812999081402238,-0.13370953473830754,-0.13044458224384253
19,2017-12-28,0.011820745192074978,-0.14639650469804863,-0.1684045746612052,-0.19771101113440373
20,2017-12-29,0.0405969089599994,-0.09329042058334222,-0.10420235847676051,-0.18757278623633852
21,2018-01-01,-0.06571813401276783,-0.09850941250371821,-0.13034952667570024,-0.10880143634705364
