,date,EBF,ENT,GEN,POL
0,2018-08-01,-0.11565867503310925,-0.11905111733881259,-0.22124826307560794,-0.18979340903240113
1,2018-08-02,-0.09789324934616854,-0.10231419616942236,-0.24480088353630597,-0.2184174896446767
2,2018-08-03,-0.10091538656709206,-0.11551060055067476,-0.23695627764707594,-0.23911981714623315
3,2018-08-06,-0.09937828124852693,-0.13807340557557424,-0.2521179023247349,-0.17228186255043054
4,2018-08-07,-0.03680936247907732,-0.11456549820984352,-0.2266820692058605,-0.1482852216487607
5,2018-08-08,-0.0996355432172757,-0.14268824987966253,-0.1860864314481674,-0.1673994376218764
6,2018-08-09,-0.11165173856123581,-0.08245315904400631,-0.2620001341782675,-0.21278655032475233
7,2018-08-10,-0.18770815159659832,-0.11255211766098974,-0.24094248232271137,-0.24514061490357933
8,2018-08-13,-0.16538200396843244,-0.1362620030180551,-0.23592525713424523,-0.20379095403822484
9,2018-08-14,-0.12071882737268705,-0.11818181415303396,-0.2618352012756356,-0.16468477195120734
10,2018-08-15,-0.1370149826436414,-0.09661194872520168,-0.15543134908617146,-0.17155876202445666
11,2018-08-16,-0.05738070456286558,-0.12105223195496989,-0.12002659292699283,-0.2308902892033828
12,2018-08-17,-0.19337141354214316,-0.10232534389410038,-0.2084859649683483,-0.25788580383707016
13,2018-08-20,-0.09980105085827401,-0.09831454244197664,-0.17705742237480857,-0.18744967760757938
14,2018-08-21,-0.1008348990845759,-0.1209087436134858,-0.16294273073757393,-0.21414590051530727
15,2018-08-22,-0.09627171016534344,-0.13455443761668973,-0.18641436186794202,-0.18940169554948807
16,2018-08-23,-0.09883434879910422,-0.11615778100457293,-0.1797188566653623,-0.2019147378821467
17,2018-08-24,-0.1347639067474498,-0.12809425571671532,-0.16240406068058308,-0.17721506531557274
18,2018-08-27,-0.08037374128179327,-0.11200432700684433,-0.14488647651666675,-0.10643132355152851
19,2018-08-28,-0.06229378388924224,-0.08814296848471696,-0.15910221500806299,-0.13596273139119147
20,2018-08-29,-0.09898123967075913,-0.11120997031761723,-0.1393398691580329,-0.09518045882797903
21,2018-08-30,-0.12764343544840812,-0.07289183996225658,-0.17001624065271234,-0.17583409817291235
22,2018-08-31,-0.07716619077065165,-0.08861406676954141,-0.1098664658822972,-0.17813473790776352
