,date,EBF,ENT,GEN,POL
0,2017-11-01,-0.045419583954718325,-0.12443918439970872,-0.2148755169479574,-0.14427134263352742
1,2017-11-02,-0.0423575899579764,-0.11721854068065456,-0.18989613933945235,-0.149663010185871
2,2017-11-03,-0.045210367535346734,-0.1493708670551244,-0.21377336091723348,-0.16303270765272854
3,2017-11-06,-0.05123951925049282,-0.11101299009920754,-0.17800453971816046,-0.12133001665798039
4,2017-11-07,-0.0436423211975801,-0.10555726540242803,-0.14217624704745646,-0.09833165443346542
5,2017-11-08,-0.050214446376276665,-0.08750634333498929,-0.11950216414711534,-0.09655446143820882
6,2017-11-09,-0.047360946247414624,-0.11354847498527398,-0.16678247776196775,-0.12057115093607552
7,2017-11-10,-0.0487317503925836,-0.12088737196882378,-0.12561524783888336,-0.21821359590741626
8,2017-11-13,-0.02825829984613276,-0.10548536756550278,-0.14632613123155563,-0.09982530259719444
9,2017-11-14,-0.05561735977563328,-0.10194128590109555,-0.14287417153179457,-0.16037659825757145
10,2017-11-15,-0.04008026986499509,-0.11631516140248431,-0.11714861584361642,-0.07736884223049856
11,2017-11-16,0.007756288654364833,-0.08596701014407228,-0.13870587291230402,-0.12369220085175973
12,2017-11-17,-0.05918966844216536,-0.12490734582810377,-0.1533776034708055,-0.18388809669971923
13,2017-11-20,-0.00425430390413125,-0.09557198841150734,-0.17258214493135404,-0.14285150923917353
14,2017-11-21,-0.03137548995162104,-0.1299441139238466,-0.22623219203251677,-0.22878283691623122
15,2017-11-22,-0.03203145590489783,-0.10109292637670417,-0.1451251312623428,-0.22202050816604352
16,2017-11-23,-0.05532334135769277,-0.06782416229899733,-0.06734175789664244,-0.05638516350122898
17,2017-11-24,-0.06021403819605585,-0.05286008862406016,-0.10614405310064155,-0.2216460445568293
18,2017-11-27,0.007094792448668929,-0.10253025880845551,-0.1584646198094303,-0.15494520312429153
19,2017-11-28,-0.013511092457230445,-0.09727186489496446,-0.15356075917904982,-0.18141602694988251
20,2017-11-29,-0.0007307210011420535,-0.13640086882649352,-0.13392201661869124,-0.2189571659896018
21,2017-11-30,-0.037050839725986544,-0.11637905847546375,-0.11037310406305444,-0.17072158171778126
