,date,EBF,ENT,GEN,POL
0,2018-04-02,-0.07482557487496325,-0.12683927143901477,-0.1718029263100869,-0.21297079311555317
1,2018-04-03,-0.05900919412323853,-0.122723515939844,-0.16818743041802606,-0.2186936181765504
2,2018-04-04,-0.053678951639768505,-0.1189707500292027,-0.16346975712076528,-0.11978484870272532
3,2018-04-05,-0.03374652130372337,-0.13707132465139427,-0.1401480337927348,-0.170541071884886
4,2018-04-06,-0.06849191583482162,-0.08593755763791064,-0.17853422560046117,-0.1828109603215541
5,2018-04-09,-0.04431748194348145,-0.11350625003146902,-0.15634280616202062,-0.15450986191510743
6,2018-04-10,0.0025620872721900246,-0.13724824259376509,-0.1907873088363273,-0.22119785290921018
7,2018-04-11,-0.041718439940759,-0.10049922478131272,-0.17254857970087717,-0.1933935914954202
8,2018-04-12,0.017077755593564562,-0.09614947351254106,-0.14703452862842484,-0.1787740757329551
9,2018-04-13,-0.0568363717355378,-0.07396903406743977,-0.16860594777139884,-0.13515628259299756
10,2018-04-16,-0.07120227116105017,-0.11509092370349173,-0.15252347424950288,-0.17547932384282494
11,2018-04-17,0.0031589862086030362,-0.13092271149270485,-0.14589388220384716,-0.15804941377662604
12,2018-04-18,0.022667416323124353,-0.12299635860049543,-0.12240798600603059,-0.14044456607975037
13,2018-04-19,-0.013446648692357175,-0.07267492458518801,-0.12241455645925259,-0.16603648880527927
14,2018-04-20,-0.05778650791099449,-0.09761886761022978,-0.14800371098696127,-0.17566482961663735
15,2018-04-23,-0.02738804529085134,-0.11271243892578096,-0.15600306996425917,-0.12406658356896255
16,2018-04-24,0.021572877019251965,-0.09432454192325537,-0.11930497330747175,-0.12388636529600869
17,2018-04-25,0.0462589638372279,-0.09487523429537001,-0.17696666950023318,-0.12296253902441168
18,2018-04-26,0.001931322173879086,-0.0945897753545995,-0.15062395555173005,-0.1600789909450907
19,2018-04-27,0.017763003376627534,-0.09494839586302113,-0.12030157078381466,-0.1637656872175361
20,2018-04-30,-0.026790875146696015,-0.11217519737801504,-0.13283892965229696,-0.14043143272690314
