,date,EBF,ENT,GEN,POL
0,2017-01-02,-0.12037643827310288,-0.08890660226239802,-0.1535254157529766,-0.11423843737988584
1,2017-01-03,0.04342179287817668,-0.0495808641217649,-0.12315028023212812,-0.1178676874557396
2,2017-01-04,0.019426806883533317,-0.04095458533542033,-0.10814800529289201,-0.056038060892230825
3,2017-01-05,0.004520569800300352,-0.06381713018101247,-0.13888238239267917,-0.0637253857621888
4,2017-01-06,0.009836473008882476,-0.08969056529861082,-0.10613565492955312,-0.10373600255115889
5,2017-01-09,-0.01041181404151385,-0.05411922537533515,-0.12624030991729585,-0.12563829700876442
6,2017-01-10,-0.007495164718107234,-0.09975343848615775,-0.08233337819996014,-0.10551525451979483
7,2017-01-11,-0.009125057974156378,-0.07934248750587483,-0.11322213888627754,-0.11173916022195968
8,2017-01-12,-0.03378358927170687,-0.0787224577914039,-0.07223033797074929,-0.07764178118668497
9,2017-01-13,-0.016808878883219434,-0.0868512127975615,-0.11538664373634845,-0.11118775824638637
10,2017-01-16,-0.047253575899618136,-0.08146220462571928,-0.11464601516044905,-0.1080298096017149
11,2017-01-17,0.03483357798884667,-0.08878430846922605,-0.13222494671711155,-0.11458554862863349
12,2017-01-18,-6.829033781491634e-05,-0.08889778725446222,-0.11867952085502276,-0.08191656681819487
13,2017-01-19,0.017976405614442248,-0.07700308231662398,-0.11246308599954612,-0.032646318011712736
14,2017-01-20,-0.021736252027574995,-0.07504071385971925,-0.07971350949189467,-0.12231507514356801
15,2017-01-23,-0.02183664223324653,-0.08197002700762823,-0.11422342967412526,-0.12519582135880247
16,2017-01-24,0.022505162215435925,-0.07286237161528068,-0.08317593016622282,-0.08658156055221412
17,2017-01-25,0.051142756252087924,-0.07553945692237832,-0.08145074089753289,-0.07080639226433749
18,2017-01-26,-0.008475571931816089,-0.09387821012061028,-0.10964643154181092,-0.10742244502322541
19,2017-01-27,-0.021945152066447243,-0.09659377644834279,-0.1450416162569949,-0.07253820913017921
20,2017-01-30,-0.09392852988058545,-0.09988290604499725,-0.17703174842182015,-0.19414516359052442
21,2017-01-31,-0.04583194709477433,-0.09804202328517674,-0.14586984229425573,-0.18397859451188533
