,date,EBF,ENT,GEN,POL
0,2018-01-01,-0.032333634720056605,-0.05289343632636713,-0.12449036663795104,-0.05263243169848169
1,2018-01-02,0.027348043589756406,-0.08845190840039516,-0.14204919539405253,-0.10543076255309738
2,2018-01-03,-0.007475302178509437,-0.1343383927918733,-0.1492454351636051,-0.15297497665977158
3,2018-01-04,-0.014210012903550086,-0.09788232466580025,-0.17249090539317735,-0.1550359527072446
4,2018-01-05,-0.0102448133450942,-0.09371082800813878,-0.15577307268924845,-0.17014866903484027
5,2018-01-08,0.010588379957320055,-0.02958884282333158,-0.13376907575499522,-0.12266429540978578
6,2018-01-09,0.05456204469435058,-0.08382697976695555,-0.0880255486854181,-0.07564760592343457
7,2018-01-10,-0.030179637720514286,-0.10923049574290268,-0.17901089916666668,-0.12674630727878836
8,2018-01-11,-0.0033014034536682953,-0.11401643934077584,-0.148597042093987,-0.17325811917262693
9,2018-01-12,-0.051680259032686214,-0.09867530445305016,-0.12488022859172118,-0.1699062410560954
10,2018-01-15,-0.0182362930776476,-0.12106602227163782,-0.1881109247719289,-0.1463410794909383
11,2018-01-16,0.009213587439133059,-0.1313321085091918,-0.14074032289043428,-0.13993627966401426
12,2018-01-17,0.0018229538286017577,-0.12406248465248267,-0.11102065206672124,-0.13444452141285748
13,2018-01-18,0.016327381729497038,-0.1191702610078805,-0.12266096672502116,-0.16253353490085318
14,2018-01-19,-0.0668072363233258,-0.08574871481493271,-0.18474204903204455,-0.1900455163847496
15,2018-01-22,-0.035695441721539226,-0.09313290823635569,-0.18220383247974078,-0.15195548188928357
16,2018-01-23,-0.012165668502836147,-0.09558162041085623,-0.18943438212527414,-0.163544932789946
17,2018-01-24,0.028941787194012122,-0.11781195935540949,-0.11985196672181414,-0.10309263970702887
18,2018-01-25,-0.01513285599611094,-0.11078417807681641,-0.129501798410814,-0.14073941263718984
19,2018-01-26,0.0027301870324061336,-0.12354768744345271,-0.17744168062091475,-0.19675922907852367
20,2018-01-29,-0.033875937341966415,-0.06584065280400128,-0.1402817935054928,-0.13049045028075
21,2018-01-30,-0.02651017325680649,-0.1377097587466386,-0.1540334192704774,-0.1380921471414381
22,2018-01-31,-0.004082581798501268,-0.09855692527591459,-0.1461671500870337,-0.17121092275914362
