,date,EBF,ENT,GEN,POL
0,2019-05-01,-0.08002719376545404,-0.09078227218684196,-0.1954930518773642,-0.18203927220569716
1,2019-05-02,-0.10752181254059735,-0.10526135829959668,-0.17250870347115949,-0.15085836064886965
2,2019-05-03,-0.05650899612321647,-0.11312410708747267,-0.15899057817549536,-0.19321688125156378
3,2019-05-06,-0.11100424425398918,-0.08100283068676016,-0.14349598947198827,-0.10302330002461264
4,2019-05-07,-0.14916152675053906,-0.07044624558931317,-0.14648363320712612,-0.20525314144942225
5,2019-05-08,-0.09055930096605191,-0.11123353627952912,-0.17406935738185528,-0.16644287106531266
6,2019-05-09,-0.13536896917960484,-0.11709131809076313,-0.18648021075085178,-0.16934054194071033
7,2019-05-10,-0.08314709787479699,-0.10149109244014914,-0.14086466772062817,-0.1711975462923952
8,2019-05-13,-0.1994989276959091,-0.10894297084013461,-0.1665872549423137,-0.1526775242076281
9,2019-05-14,-0.07243338701404614,-0.11184955029255043,-0.20095757353358912,-0.1493244687047172
10,2019-05-15,-0.072503364623265,-0.10512036801395958,-0.186505559222916,-0.1348822376392079
11,2019-05-16,-0.11564057112127477,-0.10668836135900657,-0.14572226138671443,-0.15695642595357426
12,2019-05-17,-0.17042020404206132,-0.10238520367779494,-0.1457100948381625,-0.13429939380657036
13,2019-05-20,-0.14160674517405286,-0.0788766152498584,-0.1464159126751604,-0.15277456457796562
14,2019-05-21,-0.06872876091196771,-0.06198292709266146,-0.1615910475996766,-0.14290346116201402
15,2019-05-22,-0.18758307670559607,-0.1012479566831823,-0.20789445525261527,-0.15686581732888677
16,2019-05-23,-0.12821941360872693,-0.0971789205516751,-0.13189692491910457,-0.09076845444054628
17,2019-05-24,-0.15193893990251206,-0.08354509198467158,-0.1705501659367891,-0.24402496038338525
18,2019-05-27,-0.05525400901724828,-0.12420479320196069,-0.1642379075672786,-0.11718617608423695
19,2019-05-28,-0.041899146394278226,-0.08261892355903122,-0.14877017466376424,-0.13825284187862677
20,2019-05-29,-0.16322558611981422,-0.10287953490052289,-0.14886775147383927,-0.15318240682474682
21,2019-05-30,-0.10278439715668652,-0.10818230760909353,-0.18572286159112622,-0.17637218902699459
22,2019-05-31,-0.21754355459377062,-0.09050237109177461,-0.1342552766891285,-0.1991823138955694
