,date,EBF,ENT,GEN,POL
0,2017-06-01,-0.006535011200871219,-0.10454135269476438,-0.11103354540261391,-0.20567454789008752
1,2017-06-02,-0.051232011207684156,-0.09863477335311473,-0.10211771551064021,-0.08384996070925678
2,2017-06-05,-0.060955289459547674,-0.09074697510663941,-0.13052083584074167,-0.14808734916849062
3,2017-06-06,-0.07103020256714357,-0.0611502391236806,-0.1362145215614081,-0.15249735206150664
4,2017-06-07,-0.006445035176292885,-0.06366500695223347,-0.1170035286491916,-0.13544900934548318
5,2017-06-08,-0.04615838826354245,-0.0904775753693004,-0.09810883781008596,-0.16594918696542404
6,2017-06-09,-0.08118344269749835,-0.07685669405716603,-0.1305135491567722,-0.17165813771695648
7,2017-06-12,-0.05431022743465129,-0.08864052867305683,-0.11912718219120118,-0.11620481596447718
8,2017-06-13,-0.0023130741924612132,-0.09395639933713212,-0.16966896757360186,-0.20680205750041733
9,2017-06-14,-0.023996302136703663,-0.09662788509373164,-0.16886053859017236,-0.1759252666278967
10,2017-06-15,-0.059575854545743774,-0.07927738117714282,-0.14410060031414385,-0.14748806172035267
11,2017-06-16,-0.045280239002497884,-0.08286381762834724,-0.1403174256948246,-0.10884852109106573
12,2017-06-19,0.02689701088279796,-0.10123838397082516,-0.15619142275380266,-0.12492911022883363
13,2017-06-20,0.0011248894908262052,-0.07758448375608977,-0.15333967549460276,-0.0947635994144097
14,2017-06-21,-0.000890086355571036,-0.08311275552048927,-0.14128573236868103,-0.13057064121371256
15,2017-06-22,0.03710128259808698,-0.0815920636740722,-0.13485348381813203,-0.10296400138176978
16,2017-06-23,-0.035202425455419496,-0.1004412924396564,-0.15715061011438142,-0.18581768841658894
17,2017-06-26,-0.04345927089377026,-0.08928747079570812,-0.1236684719792031,-0.13999343584716947
18,2017-06-27,-0.042742958310793756,-0.12746654616944325,-0.16825805333243246,-0.1189252483506691
19,2017-06-28,-0.027817663379427853,-0.09147031538456177,-0.1465883904144248,-0.10613105332429305
20,2017-06-29,-0.005386926117151382,-0.08108119408778683,-0.1496266661971893,-0.14569454026967288
21,2017-06-30,-0.021269749835375912,-0.11038836152977839,-0.13977794564906076,-0.2159101492465005
