,date,EBF,ENT,GEN,POL
0,2019-09-02,-0.1733205913297585,-0.10108683157764445,-0.1919457547082203,-0.21562180635120187
1,2019-09-03,-0.15310461156483177,-0.1580118964045617,-0.1937825863181246,-0.14726032176756948
2,2019-09-04,-0.10718294169501545,-0.004860937361279943,-0.16424195233108566,-0.1822820458561182
3,2019-09-05,-0.07005924838815282,-0.06331264207108041,-0.1573807549873263,-0.19245467804448338
4,2019-09-06,-0.1377125689823274,-0.09766890950555951,-0.13729644251957615,-0.2183893599011685
5,2019-09-09,-0.08145141707769396,-0.07338969833558288,-0.17260293639613455,-0.1867110753165824
6,2019-09-10,-0.10045075133203836,-0.05953658279031515,-0.1302928870600472,-0.170314347371459
7,2019-09-11,-0.06697017651843443,-0.08030059983081243,-0.1564884757678614,-0.14499912297914383
8,2019-09-12,-0.056596598722429454,-0.0581239774382036,-0.14356645634739287,-0.11561783589048677
9,2019-09-13,-0.10573378676918027,-0.06291087583193312,-0.12382051678683313,-0.17689098308013904
10,2019-09-16,-0.11494401172939434,-0.0681409952597002,-0.19221700736055417,-0.1634747091010607
11,2019-09-17,-0.11142664550285515,-0.07415668259564998,-0.19553102264328273,-0.1955321837287349
12,2019-09-18,-0.11644381578050118,-0.0652185332980583,-0.1892411617982626,-0.15849017057129566
13,2019-09-19,-0.06035292519321828,-0.037987582602531836,-0.17330235371483826,-0.1817080973907634
14,2019-09-20,-0.11074612924028826,-0.08300930477919118,-0.15271681060601128,-0.12751476106990273
15,2019-09-23,-0.10266095426734248,-0.03756580005346429,-0.15578894851519573,-0.1617293389628234
16,2019-09-24,-0.17258163880106756,-0.08946757047772408,-0.22456711746922348,-0.1905952770089013
17,2019-09-25,-0.09935882181488867,-0.0709695322683273,-0.16632842730743,-0.20082589005867366
18,2019-09-26,-0.08998055839639534,-0.050835767106784766,-0.17134535890235975,-0.1933958424506561
19,2019-09-27,-0.17456841523818573,-0.06424853556673042,-0.18368981134894133,-0.18862523319465774
20,2019-09-30,-0.1440432369510477,-0.06478039294289949,-0.21812439218192803,-0.26295086581734967
