,date,EBF,ENT,GEN,POL
0,2019-08-01,-0.15958310806472603,-0.13359057295206198,-0.15733644080997056,-0.24558725531730388
1,2019-08-02,-0.21859812130863,-0.12157056661537634,-0.24035146698898294,-0.15762196183091076
2,2019-08-05,-0.20530355518350105,-0.12035289237008434,-0.24718292780301493,-0.19244750857742576
3,2019-08-06,-0.12578967056737658,-0.12222422133564545,-0.20958329449741192,-0.2609260551909977
4,2019-08-07,-0.14294108377652395,-0.1247364320491658,-0.23253650258740652,-0.1880740621558356
5,2019-08-08,-0.0893672630548374,-0.10131861739074445,-0.20480863765969798,-0.22932448210558912
6,2019-08-09,-0.18230563804003264,-0.15863979266335568,-0.18973371245555784,-0.17862832635665768
7,2019-08-12,-0.16760713355950246,-0.15719586085903056,-0.19571476847756256,-0.19899592525782248
8,2019-08-13,-0.14951451832885004,-0.11934297357792736,-0.1542746272147432,-0.22108842343825133
9,2019-08-14,-0.16766181020988177,-0.16343145717054866,-0.20735246065796453,-0.2129063996857877
10,2019-08-15,-0.10638630685041092,-0.11955689459895859,-0.1508937126072713,-0.17883684990617135
11,2019-08-16,-0.11701156725065294,-0.1338846705180618,-0.15900560436135083,-0.17271514732248275
12,2019-08-19,-0.12409057047637452,-0.10243700211274491,-0.17530919438949435,-0.21854241878749167
13,2019-08-20,-0.11505796372457268,-0.15241367267277425,-0.1737876766886519,-0.15600929279753473
14,2019-08-21,-0.08331395585287844,-0.15094852933108457,-0.1895134726770202,-0.20539014055187185
15,2019-08-22,-0.12522004973667208,-0.09040819386650314,-0.1713090029503354,-0.15985692111633673
16,2019-08-23,-0.19744926039498537,-0.15106854996096994,-0.14047910586602733,-0.1558346368081402
17,2019-08-26,-0.07548593648477758,-0.0850937043982162,-0.1609856517641212,-0.1264635405581955
18,2019-08-27,-0.06729997412331999,-0.11311961135902973,-0.11903683848989506,-0.19943866567072374
19,2019-08-28,-0.13202795085120708,-0.09366094707064841,-0.19766644266138594,-0.2186114274002799
20,2019-08-29,-0.06652224764495311,-0.10021193770560657,-0.16644525912270547,-0.23792127195479615
21,2019-08-30,-0.1468572209615772,-0.13690569849509604,-0.1781756807993873,-0.22071115033688038
22,2019-09-02,-0.1838739246037627,-0.14110349356441906,-0.15498109376678865,-0.17204513049606854
