,date,EBF,ENT,GEN,POL
0,2016-12-01,-0.026022095804378278,-0.06196164880447058,-0.09778976766267411,-0.09130969408126373
1,2016-12-02,-0.06258716171430301,-0.08904957548431729,-0.1471328050736071,-0.12667979049369876
2,2016-12-05,4.0958816447784125e-05,-0.08067558233638812,-0.12762729397084147,-0.09281847659815295
3,2016-12-06,0.009071083364420031,-0.07169487115306639,-0.1055432044820616,-0.08052645933085655
4,2016-12-07,0.01345617505844171,-0.09076434904608541,-0.07929796638298717,-0.04026121818072473
5,2016-12-08,-0.010901457122946842,-0.08387441433275851,-0.16469854017486796,-0.08823760234872284
6,2016-12-09,-0.008312940408009017,-0.05594787895470007,-0.08615536237749041,-0.0610455054242464
7,2016-12-12,-0.014956465735007297,-0.06777101564518315,-0.10208326567782719,-0.12397142474833933
8,2016-12-13,0.0002804211261128085,-0.0942268154823978,-0.140529080678092,-0.1016479013653265
9,2016-12-14,0.01023801191527236,-0.07717759544821244,-0.11914587506492223,-0.1250611172757253
10,2016-12-15,0.02367574339200102,-0.08729390784811278,-0.11078476364741478,-0.08632423397876433
11,2016-12-16,-0.01564495726447683,-0.08424326251206998,-0.12013834937080431,-0.1547182218816418
12,2016-12-19,-0.052405204090592995,-0.07498400139377853,-0.09815926140387893,-0.12131817824033142
13,2016-12-20,0.0028718340859129167,-0.09791654654453316,-0.1411609063536799,-0.11378810240150711
14,2016-12-21,-0.02778672719829377,-0.13061470404094042,-0.12462295309612245,-0.11393784026963165
15,2016-12-22,-0.026162303987679617,-0.10306190861622744,-0.11860111447994744,-0.08429803223573143
16,2016-12-23,-0.034655382794687134,-0.08249400880548262,-0.12814657565561816,-0.15243471980536893
17,2016-12-26,-0.07554044936387262,-0.0676082352733439,-0.10967229454404419,-0.10415836754224159
18,2016-12-27,0.008704754546740833,-0.09192513171209223,-0.11179346867931494,-0.07372474803672574
19,2016-12-28,-0.023744574712948243,-0.0812764604911289,-0.10216658652837698,-0.05726148276914691
20,2016-12-29,-0.051778093694339895,-0.11434573572710058,-0.10842103804130435,-0.12753147718201324
21,2016-12-30,0.019391292612112705,-0.07542385672365598,-0.12812809112021722,-0.10800083364552722
22,2017-01-02,-0.11716037487946032,-0.044514973271177725,-0.1491236260602462,-0.08715498149394989
