,date,EBF,ENT,GEN,POL
0,2016-06-01,-0.05527346421617503,-0.08881114940895045,-0.12770858040793723,-0.10024554477851899
1,2016-06-02,-0.06368829108765255,-0.09380196485923784,-0.1288000589998397,-0.1706053098090566
2,2016-06-03,-0.0592158437377967,-0.07189012427100694,-0.12062338415683604,-0.16105825981149116
3,2016-06-06,-0.02935950488321684,-0.08707448912085489,-0.11587037591931172,-0.12603443015409124
4,2016-06-07,-0.01390985129962592,-0.10144952507933924,-0.12241830256012655,-0.08046413273123869
5,2016-06-08,-0.027178986476589475,-0.09824206996574134,-0.0957329162545708,-0.050218011625865214
6,2016-06-09,-0.06074420841669734,-0.06732085927700003,-0.13029638122368073,-0.07071244004996903
7,2016-06-10,-0.08806611215591825,-0.07580685065104029,-0.10134276328099474,-0.11544064536564431
8,2016-06-13,-0.06468588189247218,-0.06436420829800481,-0.11819663674634379,-0.15413253693602236
9,2016-06-14,-0.06162361061252406,-0.0847806953729423,-0.09429268791173276,-0.12959427511440996
10,2016-06-15,-0.05253972535178254,-0.0797826145374894,-0.14766156585126117,-0.0968529153827867
11,2016-06-16,-0.0646168745789431,-0.058588286833234145,-0.08237434621035711,-0.1176896153270027
12,2016-06-17,-0.04535570887308368,-0.08168776249804605,-0.13614837919048153,-0.12320850331600777
13,2016-06-20,-0.043508541630972335,-0.08314710068318819,-0.1405651278910227,-0.11756017104866849
14,2016-06-21,-0.05866858546027678,-0.07247693233337148,-0.10882296059096214,-0.15991308166392906
15,2016-06-22,-0.054432740715305204,-0.09413022535979287,-0.10309842656486866,-0.07549118068208338
16,2016-06-23,-0.04686865237368674,-0.06216692021988756,-0.13632458419738314,-0.17417960004693195
17,2016-06-24,-0.10577630280443516,-0.11026109026735523,-0.13095164777209553,-0.11999814671758104
18,2016-06-27,-0.10049296414427873,-0.07762204615295974,-0.11267921379474284,-0.07049289968680665
19,2016-06-28,-0.013881511433310987,-0.0614360322321949,-0.1710067359940303,-0.16335215032490533
20,2016-06-29,-0.007916011594820983,-0.06354822810104217,-0.05474845858897721,-0.09670990094560328
21,2016-06-30,-0.031500549817049334,-0.0819248962787812,-0.13466404953688968,-0.12063598243224591
