,date,topic_100,topic_105,topic_108,topic_114,topic_117,topic_131,topic_155,topic_17,topic_176,topic_187,topic_20,topic_203,topic_212,topic_254,topic_271,topic_3,topic_30,topic_33,topic_4,topic_43,topic_5,topic_51,topic_53,topic_57,topic_60,topic_61,topic_62,topic_73,topic_89,topic_95
0,2018-01-01,,,,,,,-0.19257481582462788,,,,,,,,,,-0.5726685840636492,0.10294874757528305,,,0.015619520097970963,,,,,,,,-0.16362044215202332,
1,2018-01-02,,,,,-0.8261932097375393,,0.5118403136730194,0.8783784694969654,,,,,,,,,,,-0.9574936321005225,,0.6841220827773213,,,,,0.6491616051644087,-0.9607323314994574,,0.3225168138742447,0.8883399777114391
2,2018-01-03,,,,,,,-0.2150147908832878,0.6648857978483041,,-0.02920861914753914,,,,,,,-0.6064435771356026,0.9040185809135437,0.7879538560907046,,,,,,-0.0106634721159935,0.19193779677152634,0.2538846433162689,,0.4842181457206607,0.5907892063260078
3,2018-01-04,0.844979714602232,,,,,,-0.06868976354598999,0.05155111911396185,,,,,,,0.9011776931583881,,-0.901567567139864,-0.020093816332519054,0.846955505758524,,,0.022313686087727547,,0.058774061501026154,-0.10300092585384846,-0.32578374817967415,0.8281598426401615,,,
4,2018-01-05,0.06732931733131409,,,,,,0.3072911291383207,-0.9600570509210229,0.8163249418139458,,,,-0.4255431021253268,-0.29774243384599686,0.6937437001615763,,-0.7095427177846432,-0.3950422704219818,-0.18314135074615479,,0.2394228825966517,,,,-0.0474575012922287,0.5980855002999306,,,0.9313003374263644,
5,2018-01-08,,,0.04030798003077507,,,-0.27697709389030933,-0.3123203221087654,-0.957820251584053,,,-0.9082124968990684,,,,-0.35599081218242645,0.6501555368304253,-0.5924638700006264,-0.020345335826277733,0.638089258223772,,-0.1521714215632528,,-0.7614011038094759,,-0.4460258735343814,0.36464613303542137,,,0.06828128220513463,
6,2018-01-09,,,,0.24871154874563217,,-0.10939766466617584,0.7040940141305327,0.3817075466116269,,,-0.43957550916820765,,,0.008946344256401062,,0.20775310695171356,,0.8790471702814102,0.6209004418924451,-0.07935515977442265,0.7573285229504109,,0.2892928458750248,,-0.12645357847213745,0.24847421795129776,0.23583389073610306,,0.20869486033916473,0.9251951649785042
7,2018-01-10,,,,,,0.7410097122192383,-0.07377568073570728,-0.7222981015220284,,-0.13276200741529465,,,,,,0.1246396154165268,,-0.9525259891524911,0.008572908118367195,0.45782823363939923,-0.9459705911576748,0.5952570736408234,,,-0.45526187121868134,-0.9407930448651314,0.8279472328722477,,,
8,2018-01-11,0.21218489110469818,,,,-0.08444038809587558,,-0.1610323278233409,0.8817451608677705,0.8358009038493037,,-0.09962859563529491,,,,-0.8213345631957054,,-0.4773799069225788,-0.9311379976570606,-0.2725962307304144,-0.8280470697209239,0.7975124910473823,,0.4838313227519393,0.05824381113052368,0.4065384045243263,0.6475303135812283,0.8235536068677902,,0.8952586855739355,
9,2018-01-12,,,-0.4027233012020588,,0.06850594282150269,,-0.29883767788608867,0.7600543287893137,,,,,0.02337530255317688,,,,-0.5078362403437495,0.7064125388860703,0.33307403822739917,-0.6359562433014313,0.8300471417605877,,0.533597988076508,,-0.9542564013972878,0.8120856918394566,,,0.3290189579129219,
10,2018-01-15,,,,-0.682428415864706,,,0.3782269889488816,0.6955691538751125,,,-0.2737161982804537,,,,,,-0.6821879893541336,0.7369130775332451,-0.23405963880941272,,,,-0.9342730701901019,-0.9431405570358038,,,-0.9471955066546798,,0.056245116516947746,0.3938935920596123
11,2018-01-16,,0.9353551082313061,,-0.5880356319248676,-0.005679592490196228,,0.8791287438943982,-0.9604778657667339,,,,,,,-0.9392262883484364,0.3398095965385437,-0.5250291228294373,,-0.28050114773213863,,,,-0.5267813224345446,-0.2276861226807038,,-0.12155134851733844,-0.384750082778434,,0.016368988901376724,
12,2018-01-17,-0.20391599088907242,,0.06030646711587906,,,0.13849973678588867,0.6521104916464537,0.025528198728958767,0.03157860040664673,,0.44847308099269867,0.879731111228466,-0.8229267075657845,,,0.20625653862953186,-0.9091286947950721,0.10617541708052158,-0.0016597388312220573,0.912183353677392,0.6842231675982475,,,,0.07001262903213501,0.14853648841381073,-0.9540275847539306,,0.9384854137897491,
13,2018-01-18,-0.26157093280926347,0.935843039304018,0.06030646711587906,,-0.8261512704193592,,-0.32364707129697007,-0.9547767853364348,0.3225535837312539,,-0.2552531187733014,,,0.24987822957336903,0.8156186789274216,-0.23340828716754913,-0.5258838068693876,0.7075430875023206,0.5702362036332488,-0.8352533699944615,-0.5870812055654824,,-0.4670110587030649,,0.08406883478164673,-0.17121757380664349,-0.9447164554148912,,0.4292833711951971,-0.716704286634922
14,2018-01-19,-0.8861598297953606,,,-0.8798081716522574,-0.34273749962449074,-0.06624403968453407,0.9262445215135813,0.3418615320697427,-0.08240647055208683,,,0.8635003361850977,-0.9333536811172962,-0.9256299389526248,-0.24039731919765472,,-0.5363117705564946,-0.29152218128244084,0.3426859322935343,0.8511010808870196,0.6561700631864369,,-0.7529467288404703,,0.21223610639572144,-0.5804473087191582,-0.8436211487278342,,0.3253665727873643,-0.8204819075763226
15,2018-01-22,,,,-0.030408082529902458,,0.06178402714431286,,-0.9567846949212253,,,-0.26882845908403397,0.024667296558618546,,0.06336252205073833,,-0.40382488165050745,-0.6510321280608574,0.8386372812092304,0.48869720473885536,-0.902506535872817,0.3324662434558074,,-0.767092315107584,-0.2522267879297336,-0.8898570202291012,-0.15754140680655837,,,0.13756091054528952,
