,date,topic_100,topic_105,topic_108,topic_114,topic_117,topic_131,topic_155,topic_17,topic_176,topic_187,topic_20,topic_203,topic_212,topic_254,topic_271,topic_3,topic_30,topic_33,topic_4,topic_43,topic_5,topic_51,topic_53,topic_57,topic_60,topic_61,topic_62,topic_73,topic_89,topic_95
0,2019-01-01,,,,,,,,,,,,,,,,,,,,-0.9365560775622725,,,,,,,,,,
1,2019-01-02,,,,,,,,-0.9585289596579969,,,-0.49376250244677067,,,-0.17390578612685204,,,,-0.16377755999565125,-0.49429455896218616,,-0.09428507462143898,-0.8812779793515801,,,,-0.38175896275788546,,,-0.22121034686764082,
2,2019-01-03,0.8401391450315714,,,,,,,-0.9479585336521268,,,-0.25037693604826927,,,,,,,-0.9518012432381511,,,-0.9037464028224349,,,0.1342376722022891,-0.9054105575196445,-0.9502956438809633,,,0.037129808217287064,
3,2019-01-04,0.9095929879695177,,,,,,,0.8929161140695214,0.058482635766267776,0.045144977048039436,0.7175689712166786,,,-0.46914761792868376,0.8315793499350548,,,-0.920475086197257,,,-0.1068021555741628,,,-0.34226040355861187,0.8037605211138725,,0.07562795281410217,,0.9111953694373369,
4,2019-01-07,0.7947941049933434,,,0.004563920199871063,,,0.05928217060863972,-0.9277776069939137,,,0.026902291923761368,,-0.9257287569344044,-0.5689453122516474,,,-0.803572722710669,0.8453735858201981,-0.13038616301491857,,0.7700029816478491,0.018552295863628387,,0.04185859952121973,-0.9305223021656275,,,,0.8220581288139025,
5,2019-01-08,,,,,0.06718277186155319,,-0.01955988258123398,,,,,,,,0.3444415330886841,,,,0.9371572565287352,,0.7303346069529653,,,,0.7111468501389027,0.8956832736730576,,,,
6,2019-01-09,0.8931367211043835,,,-0.14437973499298096,,,-0.556946150958538,,,0.6090111900120974,,,0.7671707049012184,,,,-0.8843503324314952,0.8872746912141641,0.011368289589881897,-0.15822016820311546,0.9286975637078285,,,0.802448938600719,0.8908467926084995,0.7732804417610168,,,,0.641623243689537
7,2019-01-10,,,,,-0.09363174438476562,,-0.3171641528606415,-0.4210022194311023,,,,,,,-0.9521456826478243,,-0.8137852270156145,-0.9460258856415749,,,-0.6751317450155815,,,0.4650232791900635,,,,,0.29776634089648724,
8,2019-01-11,-0.7366404831409454,,,0.1997535154223442,,,-0.32183097675442696,,0.08661404671147466,,,,-0.9257287569344044,,,,-0.7967010348414382,-0.614493653178215,,,-0.4104866674169898,-0.8510211622342467,,,,,,,0.16610199150939783,-0.7616598680615425
9,2019-01-14,-0.9585199570283294,0.7324686888605356,,0.12990644946694374,-0.03171264007687569,,0.07612995430827141,-0.9588893996551633,0.5120635100950798,,0.0373253773432225,,,,-0.9206853173673153,,-0.8665449311956763,-0.02457509469240904,-0.9300140592580041,-0.527322759386152,-0.042738175795724,-0.931394531391561,,0.19106472935527563,-0.9477607579901814,-0.6356984712183475,,,-0.6719245668500662,-0.268379632383585
