,date,topic_100,topic_105,topic_108,topic_114,topic_117,topic_131,topic_155,topic_17,topic_176,topic_187,topic_20,topic_203,topic_212,topic_254,topic_271,topic_3,topic_30,topic_33,topic_4,topic_43,topic_5,topic_51,topic_53,topic_57,topic_60,topic_61,topic_62,topic_73,topic_89,topic_95
0,2017-01-02,,,,,,,,,,,,,,,0.9108375571668148,,-0.757748277237018,,0.8113916497677565,,-0.12796258926391602,,,-0.42884851961086196,,,,,,
1,2017-01-03,0.8202609606087208,,,,,,-0.0332978181540966,0.7235432801147302,,,,,,,,,-0.7372649835112194,-0.8179520070552826,0.6590364314615726,,0.1885815104469657,,,,0.828868567943573,-0.9109319783747196,0.4897854632387559,0.02335895411670208,,
2,2017-01-04,0.6512386854737997,,,,,,,0.8588818485538164,0.3086276166141033,,,0.8269959539175034,,,,,-0.7659485240001231,,-0.9483478958718479,,,,-0.7130340915173292,-0.7723061330616474,0.37547196447849274,-0.048862338066101074,-0.8905248534865677,0.02128884196281433,,
3,2017-01-05,,,-0.009132180362939835,,,,0.3700097603723407,0.6860204115509987,,-0.4331919364631176,,0.7610953152179718,-0.9586043450981379,,0.802480474114418,-0.06088349223136902,-0.9193052165210247,,,,-0.8225608554979166,,-0.7924873642623425,-0.9074911335483193,-0.7331486294666926,-0.9088899493217468,0.12539303861558437,0.018052909523248672,0.4299425184726715,
4,2017-01-06,0.8833501450717449,,-0.010477660223841667,-0.9187293462455273,-0.48772628605365753,,-0.0033292490988969803,-0.6239497850183398,0.2259282311424613,,,,-0.3723466396331787,,,,-0.7357960976660252,0.8187359720468521,-0.3491923889766137,0.7322914339601994,-0.34302212949842215,,,,-0.881872090511024,,-0.5526110932696611,0.01755000278353691,,-0.5217986106872559
5,2017-01-09,,,,,0.08064299232016008,-0.6824195552617311,0.015856314450502396,-0.959283618722111,-0.933410169556737,,,0.06617510691285133,,-0.13044742494821548,,-0.10717308521270752,-0.7500467291101813,-0.05874833185225725,-0.933208592236042,,,,0.33517175912857056,0.340055744163692,-0.34580147033557296,-0.15873698238283396,-0.9435490211471915,0.01742611452937126,0.30438318476080894,
6,2017-01-10,0.8960446882992983,,,,-0.04686426371335983,0.12132652290165424,-0.230954066850245,0.5567252611120542,,,,,,,,,-0.7120669092983007,,0.23690146207809448,,,0.011686131358146667,,,0.39932627975940704,-0.45804822196563083,-0.22416854370385408,0.015561111271381378,0.49393530562520027,
7,2017-01-11,-0.9327901024371386,0.9271214697510004,-0.23397377436049283,,-0.2537055741995573,,-0.21961554512381554,0.7982658420999845,,,,,,,,-0.0878191590309143,-0.8882771916687489,-0.04219021834433079,0.3378632911480963,-0.3134225159883499,-0.1660111714154482,,,-0.8910451103001833,-0.9402175275608897,-0.02928599715232849,0.48061007509628934,0.0061524733901023865,0.9344454556703568,
8,2017-01-12,,,,,0.2646003682166338,,-0.37432704819366336,-0.8173904137220234,,,-0.8381336312741041,0.7695804089307785,,,0.7553028874099255,-0.045418065041303635,-0.5441634515300393,-0.08921905420720577,0.1165180557096998,-0.34461199790239333,-0.5211815824732184,-0.008094090968370438,-0.4690296451250712,-0.17580609396100044,-0.878146568313241,-0.5616250631089011,,0.017469435930252075,-0.6397485733032227,
9,2017-01-13,,,,,,,,0.40935494005680084,,,,-0.9585360288619995,,,,,-0.6489910334348679,-0.9305656659416854,0.5292632654309273,-0.3342825244180858,0.8728062715381384,,0.06492036674171686,-0.10269489325582981,-0.006517026573419571,,0.6617074720561504,0.01100817322731018,0.49495504423975945,
