,date,Topic_105,Topic_118,Topic_132,Topic_134,Topic_136,Topic_14,Topic_150,Topic_154,Topic_159,Topic_168,Topic_170,Topic_197,Topic_205,Topic_207,Topic_216,Topic_225,Topic_232,Topic_24,Topic_250,Topic_252,Topic_267,Topic_280,Topic_285,Topic_29,Topic_36,Topic_42,Topic_50,Topic_51,Topic_62,Topic_74,EBF
0,2019-01-01,,,1.0,0.0,,-1.0,,,-1.0,,,-0.25,0.0,,-1.0,,0.0,,0.0,0.0,,0.0,,,-0.3333333333333333,0.5,,,,,-0.2079207920792079
1,2019-01-02,,-0.111,-0.5,0.0,-0.3333333333333333,-0.6666666666666666,,,-0.6666666666666666,-0.2222222222222222,0.5,-0.3333333333333333,0.5556666666666666,-0.25,-0.14285714285714285,,0.0,0.0,0.0,-0.75,,0.0,-0.5,,-0.4,0.0,0.0,,-0.3333333333333333,-0.2857142857142857,-0.2877157894736842
2,2019-01-03,,0.0,-0.25,0.0,-0.2857142857142857,-0.2222222222222222,,-0.125,-0.25,-0.5294117647058824,-0.3333333333333333,-0.5,-0.5,0.0,-0.2,0.0,-0.25,-0.3333333333333333,-0.4,-0.5,,0.0,-0.6666666666666666,-0.5,-0.4,0.08333333333333333,-0.5,,-0.5,0.0,-0.29945731707317075
3,2019-01-04,,-1.0,-0.25,0.0,-0.5,-0.14285714285714285,0.0,-0.14285714285714285,-0.42857142857142855,-0.3181818181818182,-1.0,-0.6666666666666666,-0.5,0.0,-0.3333333333333333,0.0,-0.5,-0.6666666666666666,0.0,-0.3333333333333333,0.0,-0.5,0.2,1.0,0.3333333333333333,-0.3333333333333333,-0.5,-1.0,-0.09090909090909091,-0.2222222222222222,-0.2705019841269841
4,2019-01-07,,-0.7142857142857143,-0.4,-0.2,-0.3333333333333333,-0.2857142857142857,0.0,-0.125,-0.2222222222222222,-0.08695652173913043,-0.6666666666666666,0.0,-0.2222222222222222,-0.5,-0.2727272727272727,0.0,-0.36363636363636365,-0.6,-0.125,-0.11764705882352941,,-0.42857142857142855,-0.45454545454545453,-1.0,-0.4,-0.5,-0.16666666666666666,,-0.16666666666666666,-0.18181818181818182,-0.22860687432867885
5,2019-01-08,,0.0,-0.3333333333333333,0.0,0.0,-0.75,,-0.6666666666666666,-0.2727272727272727,0.04,-1.0,-0.3333333333333333,-0.5,-0.3333333333333333,-0.2222222222222222,0.0,-0.5,-0.3333333333333333,0.0,-0.5,,-0.166625,-0.5,0.0,-0.45454545454545453,-0.3333333333333333,0.0,,-0.3076923076923077,0.16666666666666666,-0.2550318791946309
6,2019-01-09,,-0.25,0.3333333333333333,-0.2857142857142857,0.0,-0.25,0.0,0.0,-0.2,-0.12,0.0,0.2666,-0.25,-0.2857142857142857,-0.5714285714285714,-0.6666666666666666,-0.3333333333333333,-0.2,-0.42857142857142855,-0.13333333333333333,,-0.3333333333333333,-0.5714285714285714,,-0.4,-0.4444444444444444,0.0,,-0.2857142857142857,-0.06666666666666667,-0.2470904761904762
7,2019-01-10,,-1.0,0.0,-0.75,-0.46153846153846156,-0.2857142857142857,0.0,-0.4444444444444444,-0.3333333333333333,0.09090909090909091,0.0,0.5,-0.5,-0.5,-0.14285714285714285,0.0,0.0,-0.6666666666666666,0.3333333333333333,-0.75,0.0,-0.25,-0.6,,0.0,-0.7142857142857143,-0.14285714285714285,,-0.5,0.0,-0.3041283987915408
8,2019-01-11,-1.0,-0.3333333333333333,0.2,-0.19042857142857142,-0.7142857142857143,0.3333333333333333,,-0.3,-0.2,-0.18181818181818182,1.0,-0.3333333333333333,0.3333333333333333,-0.42857142857142855,-0.18181818181818182,,0.0,-0.3333333333333333,-0.5,-0.375,,-0.5,-0.42857142857142855,0.0,0.0,-0.3333333333333333,-0.5,,0.0,-0.2222222222222222,-0.2660411214953271
9,2019-01-14,,0.0,0.0,-0.14285714285714285,-0.15384615384615385,0.2727272727272727,0.0,-0.2222222222222222,-0.4444444444444444,-0.42105263157894735,-0.75,0.0,0.0,-0.6,-0.07692307692307693,0.0,-0.3333333333333333,-0.3333333333333333,0.4,-0.1875,,-0.2727272727272727,-0.3125,0.0,-0.25,-0.23529411764705882,-0.25,-1.0,-0.07142857142857142,-0.36363636363636365,-0.2382427385892116
10,2019-01-15,,0.25,-0.375,0.0,-0.6923076923076923,-0.2222222222222222,,0.0,-0.3,0.10253846153846154,0.16666666666666666,0.0,-0.42857142857142855,0.0,-0.1111111111111111,,,-0.5,-0.3333333333333333,0.0,,-0.5,-0.23076923076923078,,-0.1111111111111111,-0.13883333333333334,-0.125,,-0.5882352941176471,0.0,-0.2242275769745649
11,2019-01-16,,-0.25,0.0,-0.25,-0.4666666666666667,-0.125,0.0,-0.1,0.0,-0.16666666666666666,0.16666666666666666,-0.3333333333333333,0.0,-0.125,-0.1111111111111111,0.0,0.0,-0.3333333333333333,0.0,-0.2608695652173913,0.0,-0.3333333333333333,-0.3333333333333333,-0.5,-0.2,-0.2857142857142857,-0.36363636363636365,,-0.46153846153846156,-0.3125,-0.19465288220551377
12,2019-01-17,,-0.5,-0.5714285714285714,0.0,-0.14285714285714285,0.0,-1.0,-0.2,-0.3333333333333333,-0.09523809523809523,0.0,-0.5,-0.625,0.0,-0.25,0.0,-0.4,0.0,0.0,0.0,,-0.3333333333333333,-0.16666666666666666,0.0,0.25,0.16666666666666666,0.0,,-0.3333333333333333,-0.18181818181818182,-0.22664835164835165
13,2019-01-18,,-0.25,-0.25,-0.33325,-0.16666666666666666,-0.45454545454545453,0.0,-0.25,-0.6,0.10526315789473684,-0.8333333333333334,-0.3333333333333333,0.11116666666666668,-0.36363636363636365,-0.3333333333333333,0.5,-1.0,,0.5,-0.08333333333333333,,0.5,-0.5,-0.4443333333333333,-0.6665,-0.2857142857142857,-0.5,,0.0,-0.3333333333333333,-0.2366475548060708
14,2019-01-21,,-0.25922222222222224,0.0,-0.25,0.0,0.0,,-0.125,-0.42857142857142855,-0.21428571428571427,-0.2,0.0,-0.3333333333333333,-0.38461538461538464,-0.16666666666666666,0.0,0.0,-0.3333333333333333,0.0,-0.1,,-0.75,-0.6,0.0,-0.42857142857142855,-0.1,0.0,,0.0,-0.14285714285714285,-0.24178940886699507
15,2019-01-22,,-1.0,0.3333333333333333,-0.16666666666666666,-0.4666666666666667,-0.75,-0.6666666666666666,0.16666666666666666,-0.15384615384615385,-0.45454545454545453,0.0,0.0,-0.16666666666666666,0.0,-0.6,0.0,-0.4444444444444444,-0.4,-0.14285714285714285,-0.4,,-0.21052631578947367,-0.5,0.0,-0.25,0.041749999999999995,-0.6111111111111112,,-0.625,-0.25,-0.23620863309352516
16,2019-01-23,,-1.0,-0.2727272727272727,0.0,-0.06666666666666667,0.0,,0.125,-0.3333333333333333,-0.25,0.0,-0.25,-0.16666666666666666,-0.6666666666666666,-0.1,,0.0,-1.0,-0.45454545454545453,-0.25,1.0,-0.75,-0.5,0.3333333333333333,0.16666666666666666,-0.2857142857142857,-0.35294117647058826,-1.0,0.0,-0.3333333333333333,-0.22633157199471599
17,2019-01-24,,-0.33340000000000003,-0.2727272727272727,0.0,-0.47058823529411764,-0.6,0.0,0.0,-0.125,-0.16666666666666666,0.0,0.0,-0.16666666666666666,0.0,-0.5,0.0,-0.5,-0.5714285714285714,-0.1,-0.4166666666666667,,-0.4666666666666667,-0.2121818181818182,0.0,-0.3333333333333333,-0.16666666666666666,-0.5,,-0.3333333333333333,0.07142857142857142,-0.24866461159062886
18,2019-01-25,-1.0,-0.6666666666666666,-0.16666666666666666,0.0,-0.6,0.125,,0.09090909090909091,0.0,-0.3333333333333333,-0.25,0.0,-0.8,,-0.2,-1.0,,-0.16666666666666666,-0.16666666666666666,-0.45454545454545453,,-0.125,-0.7142857142857143,0.0,0.0,-0.36363636363636365,-0.6,,-0.5714285714285714,-0.3333333333333333,-0.3157585034013605
19,2019-01-28,,-1.0,0.0,-0.16666666666666666,-0.23084615384615384,-0.4,0.0,-0.6666666666666666,-0.25,-0.26666666666666666,-0.5714285714285714,0.0,-0.4,-0.5454545454545454,0.2,-0.5,-0.4,0.0,-0.2727272727272727,-0.4666666666666667,,-0.4,-0.6,0.0,-0.75,-0.1111111111111111,0.0,-1.0,-0.1,-0.5,-0.2613531786074672
