,date,topic_-1,topic_116,topic_130,topic_157,topic_169,topic_185,topic_188,topic_203,topic_208,topic_216,topic_220,topic_226,topic_245,topic_255,topic_256,topic_264,topic_287,topic_29,topic_304,topic_306,topic_310,topic_312,topic_33,topic_38,topic_61,topic_76,topic_8,topic_82,topic_94,topic_98
0,2016-01-01,-0.13501035369097672,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8442973401397467,,,
1,2016-01-04,-0.1683471427613133,-0.932032423093915,,,0.06386078847572207,,,,,,,,,,,,,0.07078678905963898,,-0.4550123643130064,,,-0.9242986546208461,-0.45415862947702407,,-0.458953904453665,-0.698707421310246,0.3935967031866312,-0.9573194095864892,
2,2016-01-05,-0.10537040254083857,-0.052619606256484985,,,,,,,,,,-0.831194344907999,0.8207262232899666,,,0.9151985757052898,,-0.13962288293987513,,,,-0.8020552464295179,-0.027932867407798767,-0.24085174252589545,-0.8137041106820107,0.6981522012501955,-0.6347104815766216,,,
3,2016-01-06,-0.1691499262328655,-0.9297873470932245,,-0.9596602967940271,,,,,,-0.9566154265776277,0.05739862099289894,,-0.9412305895239115,,,,,-0.9614541502669454,,,,,-0.5056332321837544,-0.9316185396164656,-0.9474531495943666,-0.9451328089926392,0.026292578006784122,,-0.9589604400098324,
4,2016-01-07,-0.20735401797083844,-0.9425400830805302,,-0.9630301492288709,,,,-0.45858727488666773,,,0.0043588727712631226,,,-0.9531284496188164,,,,-0.43356712841029676,,,,,-0.10154141392558813,-0.3481810710703333,-0.9586290223523974,-0.955365794710815,-0.7957188235595822,,-0.20269855465739967,
5,2016-01-08,-0.12671182269976666,-0.960802816785872,,,,,,,,-0.9363940609619021,-0.7865273430943489,0.1606342396698892,0.7610844150185585,,,,,,,,-0.9359826017171144,,,0.2508009495213628,-0.33131296932697296,-0.9092673254199326,-0.28184481151401997,,-0.17376105052729449,
6,2016-01-11,-0.0889053980701183,0.09295928478240967,,-0.8539633974432945,,,,,,-0.9422861374914646,,,0.7791199386119843,,-0.3707878217101097,,,0.4132701507769525,,,-0.8998222574591637,,-0.05176505714189261,-0.31520696487277744,-0.855653238715604,0.08851908488819997,-0.110661267535761,,-0.30289499927312136,
7,2016-01-12,-0.0025715655741700228,0.6638936400413513,,,,,,,,-0.7850254774093628,,,0.1344005549326539,,,,,0.2790138067988058,,,0.815040335059166,,-0.9626081362366676,0.39042692189104855,0.19875425100326538,0.3824164217337966,-0.3300912034076949,,-0.5786009808070958,-0.1093292124569416
8,2016-01-13,-0.04524268254112357,,,0.0030629802495241165,,,0.06130059435963631,,,-0.925341097638011,,,,,,,,0.5157785629853606,,,-0.29661667346954346,,-0.9144561421126127,-0.9382227424066514,,0.28238848100105923,-0.4551616640140613,-0.1927108292778333,-0.9595256107859313,0.5626272981365522
9,2016-01-14,-0.06479753835195426,-0.9202563033128778,0.3435559868812561,,,,,,,0.5794195383787155,0.22354279085993767,,-0.802294410765171,0.8377224169671535,,,,0.17110108291464193,-0.014320511370897293,,-0.919199712574482,,-0.8473097907844931,0.6570253844062487,0.36290198378264904,-0.7893567327409983,-0.7628621051294936,-0.017296209931373596,0.7330632141480843,
10,2016-01-15,-0.13549984225261985,-0.9585404302924871,,,0.8692546682432294,,0.02712325844913721,,,,,,,0.505137674510479,,,,-0.9387385336061319,,,,,-0.5561621338129044,-0.740680860588327,-0.9086092468351126,-0.6313708063680679,-0.7533585941419005,,-0.9599295994266868,
11,2016-01-18,-0.10384746756353797,,,-0.7637268966063857,,,,,,,,,-0.19140586256980896,,,,,,,0.7574915029108524,-0.2135837823152542,,-0.43241792052452055,0.28202542662620544,-0.9342909916304052,0.0013874620199203491,-0.715677595930174,,-0.9564722230037054,
12,2016-01-19,-0.06800549364012039,-0.2702149720862508,,-0.9369968756412467,,,,,0.1573413722217083,,,-0.5818133968859911,-0.926591856405139,,,,-0.0058855339884757996,0.09382233396172523,,,,,0.06282293517142534,0.8175680500765642,0.24764466285705566,0.4010654091835022,-0.8450009468942881,-0.4146580761298537,-0.9527572523802519,
13,2016-01-20,-0.13025131592764816,,,-0.6919757208476464,,,,,,,-0.17581677064299583,,-0.9553409647196531,,,,,-0.517268798003594,,-0.9454708341509104,,,-0.25908476281911136,-0.6818601967146,-0.5163385099731386,-0.9572621031353871,-0.5526257306337357,,-0.9554972904734313,
14,2016-01-21,-0.03972434308805252,-0.12323715413610141,,,,,0.02286960929632187,,,0.8063855320215225,-0.2422572672367096,,,,,,,0.3611636986024678,,,,,0.6852886800964674,0.18022143468260765,-0.8836000999435782,0.9140036012977362,-0.032890728674829006,,-0.4973750188946724,
15,2016-01-22,-0.05223608864244164,,-0.9568845061585307,0.12584701211502156,,-0.07670371234416962,,,,,,-0.374996130199482,0.8920726887881756,,,,,0.797765321098268,,,,,0.582416970981285,0.7277148198336363,0.5537315681576729,0.8908873818814754,0.23542149597778916,,0.839974794536829,
16,2016-01-25,-0.09918320090456834,-0.9565314948558807,,,0.010560192167758942,,,,,-0.9483081148937345,,,,0.1589137651026249,-0.3663044013082981,,-0.006857570260763168,-0.04323435574769974,,,-0.945414830930531,,0.3642255640588701,-0.9536697852114836,-0.32157494337297976,0.011337528936564922,-0.348316544134702,,-0.9096852466464043,
17,2016-01-26,-0.0714869868137281,,,0.02902422659099102,,,,-0.012791439890861511,,0.8049518167972565,,,,0.8737233988940716,,,-0.00617428682744503,0.6212443053722382,,0.9293187446892262,,,0.7835243940353394,-0.33524084091186523,0.32401444762945175,-0.06769718509167433,0.060616270949443184,,0.6817195992916822,
18,2016-01-27,-0.13090649179920746,,,0.4384443685412407,,,,-0.09691617637872696,,,,,,,,,,-0.40673181507736444,,-0.9532602950930595,-0.7583077773451805,-0.03139849379658699,-0.30908663966692984,-0.9262229870073497,0.29350103065371513,-0.5345629503329595,-0.2125285007059574,,-0.009628373508652052,
