,date,Topic_105,Topic_118,Topic_132,Topic_134,Topic_136,Topic_14,Topic_150,Topic_154,Topic_159,Topic_168,Topic_170,Topic_197,Topic_205,Topic_207,Topic_216,Topic_225,Topic_232,Topic_24,Topic_250,Topic_252,Topic_267,Topic_280,Topic_285,Topic_29,Topic_36,Topic_42,Topic_50,Topic_51,Topic_62,Topic_74,EBF
0,2018-01-01,,-1.0,-1.0,,,,,,,,-1.0,0.0,-0.5,,-0.5,1.0,,0.25,-0.5,-1.0,,,0.5,,0.0,-0.1111111111111111,,-1.0,,0.0,-0.16546762589928057
1,2018-01-02,,-0.14285714285714285,,-0.5555555555555556,,-0.3333333333333333,,0.2,,-0.4,0.0,0.2,-0.2222222222222222,-0.3333333333333333,0.13333333333333333,-0.5,0.0,-0.42857142857142855,0.0,-0.5,0.0,0.0,-0.25,-0.5,0.0,-0.058823529411764705,0.0,,-0.4,0.0,-0.10125944170771757
2,2018-01-03,,-0.125,-0.4,,,0.3333333333333333,0.0,0.0,0.25,-0.7142857142857143,-0.25,-0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.05,-0.4,-0.09090909090909091,0.0,,0.0,-0.26666666666666666,-0.6666666666666666,-0.16666666666666666,-0.2,-0.25,0.0,-1.0,0.0,-0.12943636363636363
3,2018-01-04,,-0.11764705882352941,0.0,-0.3333333333333333,,-0.6666666666666666,-1.0,0.0,-0.2,-0.125,0.2,-0.25,-0.375,-0.5714285714285714,-0.09090909090909091,0.0,-0.09523809523809523,-0.42857142857142855,0.0,-0.35714285714285715,,0.0,-0.45454545454545453,-0.6666666666666666,-0.23076923076923078,-0.21428571428571427,-0.5,0.0,-0.5,-0.25925925925925924,-0.19169222577209796
4,2018-01-05,,0.1,-0.8333333333333334,-0.5,,0.2857142857142857,0.0,-0.541625,0.0,0.25,-0.5,-0.09090909090909091,-0.2727272727272727,0.0,0.09090909090909091,-0.8,-0.14285714285714285,-0.45454545454545453,0.05263157894736842,0.0,,0.0,0.1111111111111111,,-0.09090909090909091,0.0,,0.0,-0.6666666666666666,-0.1111111111111111,-0.13916220028208745
5,2018-01-08,,-0.08333333333333333,-0.2,0.0,,0.5,,-0.291625,-0.6666666666666666,-0.125,-0.3333333333333333,-0.08333333333333333,-0.2692307692307692,-0.14285714285714285,0.05555555555555555,0.12815384615384615,0.0,-0.11764705882352941,-0.1111111111111111,0.0,,0.0,-0.05558333333333334,-0.3333333333333333,0.0,-0.2727272727272727,-0.6,,-0.3333333333333333,-0.4090909090909091,-0.11600225733634312
6,2018-01-09,,-0.25,0.0,-0.5,-1.0,0.16666666666666666,0.0,-0.5,-0.25,0.0,0.0,-0.1,-0.09523809523809523,0.16666666666666666,0.0,0.25,-0.13636363636363635,-0.2,0.0,0.0,,0.0,0.0,-0.2,-0.07692307692307693,-0.34782608695652173,0.0,,0.0,-0.5,-0.11239495798319328
7,2018-01-10,,-0.42857142857142855,0.0,-0.375,,-0.16666666666666666,0.0,-0.3333333333333333,-0.5,-0.8333333333333334,-0.16666666666666666,-0.15789473684210525,-0.29411764705882354,0.0,0.1111111111111111,0.0,0.09332000000000001,-0.13043478260869565,0.0,0.125,,-0.3333333333333333,-0.3333333333333333,0.0,-0.4827586206896552,-0.09090909090909091,0.0,,-1.0,-0.25,-0.15964947368421054
8,2018-01-11,0.0,-0.2727272727272727,0.0,0.3333333333333333,,0.14285714285714285,,0.0,-0.09090909090909091,0.14285714285714285,0.0,-0.23529411764705882,-0.2631578947368421,-0.3333333333333333,-0.26666666666666666,-0.42857142857142855,0.04,-0.2857142857142857,-0.09090909090909091,-0.1111111111111111,0.0,,-0.4444444444444444,-1.0,-0.19695454545454547,-0.125,0.3333333333333333,,0.0,-0.2857142857142857,-0.15686141575274176
9,2018-01-12,,-0.75,-0.25,-0.3333333333333333,,-0.2,,0.0,-0.25,-0.25,0.0,0.3,-0.058823529411764705,0.0,0.0,-0.2857142857142857,-0.11538461538461539,-0.46153846153846156,0.2727272727272727,-0.1,0.0,,-0.4444444444444444,-0.6666666666666666,-0.16666666666666666,-0.11108333333333333,-1.0,0.0,0.0,-0.5,-0.14389238210399033
10,2018-01-15,,0.0,0.5,-0.2,,0.0,,-0.6666666666666666,-0.16666666666666666,-0.5555555555555556,-0.5,0.07692307692307693,-0.35,0.0,-0.3888888888888889,-0.21428571428571427,-0.041666666666666664,-0.6086956521739131,-0.1111111111111111,-0.10526315789473684,-1.0,0.0,0.3333333333333333,0.0,-0.34615384615384615,0.1,0.3333333333333333,0.0,0.0,-0.2222222222222222,-0.13728316086547507
11,2018-01-16,0.0,0.3076923076923077,0.3333333333333333,-0.6,,0.0,,0.0,0.0,-1.0,-0.42857142857142855,0.26666666666666666,-0.625,0.0,-0.11764705882352941,-0.4666666666666667,0.0,0.06666666666666667,-0.14285714285714285,-0.1,,,-0.375,-0.2857142857142857,-0.21052631578947367,-0.034482758620689655,-0.25,,0.0,-0.15384615384615385,-0.14875701839303002
12,2018-01-17,,-0.1111111111111111,-0.25,0.5,,-0.6666666666666666,,0.2,-0.3333333333333333,0.0,0.16666666666666666,0.05263157894736842,0.0,0.0,-0.125,0.0,-0.1111111111111111,-0.2727272727272727,-0.3125,-0.14285714285714285,,,0.2727272727272727,0.0,-0.07894736842105263,0.05,0.0,0.0,0.25,-0.25,-0.11012799167533818
13,2018-01-18,0.0,-0.2857142857142857,-0.3333333333333333,-0.4,,0.0,,-0.6666666666666666,0.0,0.2857142857142857,-0.125,-0.28,-0.14285714285714285,0.058823529411764705,-0.041666666666666664,0.0,-0.17142857142857143,-0.09805882352941177,-0.16666666666666666,0.15154545454545454,-1.0,,0.06666666666666667,0.0,-0.47368421052631576,-0.13043478260869565,-0.6666000000000001,,-0.3333333333333333,-0.1,-0.15087396504139836
14,2018-01-19,,-0.14285714285714285,-1.0,-0.5,,0.0,,-0.3333333333333333,-0.25,-0.2222222222222222,-0.5384615384615384,-0.16666666666666666,-0.3076923076923077,0.16666666666666666,-0.058823529411764705,0.0,-0.13636363636363635,-0.09090909090909091,-0.125,-0.3,,-1.0,0.0,0.0,-0.3333333333333333,-0.2727272727272727,0.0,,-0.75,-0.15384615384615385,-0.16628275862068964
15,2018-01-22,-1.0,-0.09090909090909091,-0.1111111111111111,-0.5714285714285714,,0.0,-0.6666666666666666,-0.5,0.0,-0.1111111111111111,0.0,0.0,0.0625,-0.16666666666666666,0.043478260869565216,-0.3,-0.027777777777777776,-0.25,-0.21428571428571427,-0.05555555555555555,0.0,,0.07692307692307693,0.0,-0.5,-0.11764705882352941,-0.8,0.0,0.0,-0.35,-0.1825337039610841
16,2018-01-23,0.0,0.14285714285714285,-0.2,-0.3333333333333333,,0.0,,-0.2,0.5,0.1,-0.1111111111111111,0.1111111111111111,-0.35714285714285715,0.0625,-0.08695652173913043,-0.2857142857142857,0.034482758620689655,-0.08333333333333333,0.05130769230769231,0.17647058823529413,0.0,,0.09523809523809523,-0.5,-0.19047619047619047,-0.09523809523809523,0.0,,-0.8,-0.3125,-0.09146341463414634
17,2018-01-24,,-0.1,-0.4444444444444444,-0.5,,-0.3,0.0,-0.3333333333333333,0.0,0.0,0.0,-0.30434782608695654,-0.16666666666666666,0.5454545454545454,-0.06896551724137931,0.0,0.05,-0.1,-0.2631578947368421,0.07142857142857142,,0.3333333333333333,-0.125,-0.25,0.0,-0.2857142857142857,0.0,-0.3333333333333333,0.0,-0.1,-0.1377654986522911
18,2018-01-25,,0.0,-0.3333333333333333,-0.6,,0.0,,0.0,-0.75,-0.3333333333333333,0.0,-0.128,-0.13333333333333333,0.47058823529411764,0.037037037037037035,-0.2222222222222222,-0.125,-0.32,0.0,0.29826315789473684,,0.0,-0.4359230769230769,-0.09090909090909091,-0.23076923076923078,-0.15789473684210525,0.0,0.0,0.0,-0.3181818181818182,-0.1123569105691057
19,2018-01-26,0.0,-0.07142857142857142,0.0,-0.6666666666666666,,0.0,0.5,-0.3333333333333333,0.2,0.42857142857142855,0.0,-0.23076923076923078,-0.5333333333333333,-0.2,0.25,0.0,-0.06666666666666667,0.09090909090909091,-0.1,0.0,,,-0.1111111111111111,0.3333333333333333,-0.2,-0.2,-0.2857142857142857,,-0.5,-0.3333333333333333,-0.12841176470588236
20,2018-01-29,0.0,-0.16666666666666666,0.0,-0.2,,0.0,,0.0,-0.14285714285714285,0.0,-0.25,0.125,-0.4,-0.1111111111111111,-0.045454545454545456,-0.291625,-0.07894736842105263,-0.2692307692307692,-0.2,-0.05555555555555555,-0.3333333333333333,0.0,-0.13333333333333333,0.0,0.08333333333333333,-0.041666666666666664,-0.2,0.0,-0.25,-0.35294117647058826,-0.10012072727272726
21,2018-01-30,,-0.2,-0.2857142857142857,0.5,,-0.1111111111111111,,0.0,0.09528571428571429,0.25,-0.16666666666666666,0.2608695652173913,0.0,0.26666666666666666,-0.2222222222222222,0.0,0.0,-0.2,0.0,-0.2,,,0.0,0.0,-0.037037037037037035,0.0,0.0,0.0,0.0,-0.4,-0.047886035313001604
22,2018-01-31,0.0,0.2727272727272727,-0.5,0.0,,0.25,1.0,-0.5,-0.5714285714285714,-0.42857142857142855,-0.23076923076923078,0.0,-0.17647058823529413,-0.3125,-0.037037037037037035,0.0,0.0625,-0.13636363636363635,0.07692307692307693,0.0,,0.0,-0.1111111111111111,0.0,-0.1111111111111111,-0.038461538461538464,0.0,0.0,-0.5,-0.38461538461538464,-0.08508408408408408
23,2018-02-01,,0.1,0.5,-0.2,0.0,-0.1,0.0,0.0,-0.25,0.14285714285714285,-0.07142857142857142,-0.07619999999999999,-0.5714285714285714,0.0,-0.25,0.1111111111111111,0.0,-0.375,-0.09090909090909091,-0.2,,0.0,0.0,-0.3333333333333333,-0.2692307692307692,0.0,0.0,0.25,0.3333333333333333,-0.1875,-0.09523809523809523
24,2018-02-02,,-0.1,0.0,-0.25,,0.16666666666666666,-1.0,-0.5,-0.75,-0.16666666666666666,-0.1111111111111111,-0.3157894736842105,0.0,-0.25,-0.18181818181818182,-0.6,-0.1,-0.4117647058823529,-0.1111111111111111,0.0,,0.0,0.0,0.25,-0.45,-0.3684210526315789,-0.3333333333333333,0.0,-0.6666666666666666,0.0,-0.2096944757609921
25,2018-02-05,,0.07692307692307693,0.0,-0.6666666666666666,,-0.3333333333333333,-1.0,-0.5714285714285714,-0.25,0.0,-0.4,-0.14285714285714285,-0.3,-0.13043478260869565,-0.06896551724137931,-0.1111111111111111,-0.21052631578947367,-0.29411764705882354,0.0,-0.37332,0.0,0.0,-0.2857142857142857,0.0,-0.08333333333333333,-0.07407407407407407,0.0,0.0,-0.3333333333333333,-0.2631578947368421,-0.16202089783281734
26,2018-02-06,,-0.2,0.0,,,0.0,-1.0,0.0,0.0,0.0,-0.125,0.0,-0.4,0.12903225806451613,-0.3015952380952381,0.0,-0.029411764705882353,-0.375,0.0,0.16666666666666666,-1.0,0.0,0.0,0.5,0.0,-0.375,-0.6666666666666666,0.0,0.25,0.0,-0.11398996655518394
27,2018-02-07,,0.0,-0.5,0.0,,-0.35714285714285715,,0.0,0.0,-0.125,-0.18181818181818182,-0.05263157894736842,-0.12695238095238096,0.08333333333333333,-0.043478260869565216,-0.208375,0.0,-0.29411764705882354,0.0,-0.06665,,,0.33335714285714285,,0.047619047619047616,0.08,0.0,-0.5,0.0,-0.25,-0.11094162244124336
28,2018-02-08,0.0,0.08333333333333333,-0.6666666666666666,-0.47614285714285715,,-0.1,-1.0,0.0,0.0,-0.3333333333333333,0.0,0.0,-0.11764705882352941,0.3703888888888889,-0.20689655172413793,0.47614285714285715,-0.05714285714285714,0.0,-0.35553333333333337,0.19751851851851854,,-0.8333333333333334,0.0,0.0,-0.13636363636363635,-0.03125,0.5,,-0.3333333333333333,-0.42857142857142855,-0.10743906020558003
29,2018-02-09,0.0,0.16666666666666666,0.0,-0.14285714285714285,,-0.3333333333333333,,-0.6666666666666666,-0.1,-0.4,-0.375,0.04,-0.16666666666666666,0.1,-0.38461538461538464,0.0,-0.15,-0.25,-0.5555555555555556,-0.26666666666666666,,,0.0,0.0,-0.16666666666666666,0.05263157894736842,0.0,-0.5,-0.3333333333333333,-0.3333333333333333,-0.1429046214355949
30,2018-02-12,,-0.09090909090909091,-0.3333333333333333,-0.25,0.0,-0.3333333333333333,,-0.25,0.0,-0.2,-0.2727272727272727,0.3333333333333333,0.0,0.25806451612903225,-0.32142857142857145,-0.6,-0.044444444444444446,-0.2413793103448276,0.1,-0.16666666666666666,,0.0,0.0,-0.2,-0.21739130434782608,0.21052631578947367,0.25,,0.0,-0.4,-0.08613375350140055
