,date,Topic_105,Topic_118,Topic_132,Topic_134,Topic_136,Topic_14,Topic_150,Topic_154,Topic_159,Topic_168,Topic_170,Topic_197,Topic_205,Topic_207,Topic_216,Topic_225,Topic_232,Topic_24,Topic_250,Topic_252,Topic_267,Topic_280,Topic_285,Topic_29,Topic_36,Topic_42,Topic_50,Topic_51,Topic_62,Topic_74,EBF
0,2016-01-01,,-0.2,1.0,-1.0,,-0.3333333333333333,,0.3333333333333333,-1.0,-1.0,0.0,0.0,-0.6666666666666666,1.0,,-1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,,,0.0,,,0.0,,-0.1885245901639344
1,2016-01-04,,-0.36363636363636365,,,,-0.3076923076923077,0.0,0.3684210526315789,-0.2857142857142857,-0.42857142857142855,,0.0,-0.42857142857142855,0.1111111111111111,-0.42105263157894735,-0.1111111111111111,-0.6666666666666666,-0.4,-0.24,-1.0,0.0,0.0,0.0,-0.5,-1.0,-0.18181818181818182,,,-0.037037037037037035,-0.06896551724137931,-0.19358669833729217
2,2016-01-05,,-0.1111111111111111,0.0,0.0,,-0.2,,0.2,-0.5714285714285714,-0.5,-0.5,-0.5,-0.3888888888888889,0.5,0.0,-0.16666666666666666,0.0,-0.6363636363636364,-0.2222222222222222,-0.25,,0.0,0.2,-0.4,-0.75,-0.391304347826087,0.0,,-0.1,-0.75,-0.20161658841940533
3,2016-01-06,,-0.3,0.125,,,-0.5,,0.0,-0.4,-0.45454545454545453,-1.0,0.0,-0.3333333333333333,-0.1,-0.5714285714285714,0.0,0.0,-0.42857142857142855,-0.625,-0.2727272727272727,,0.0,0.2,-1.0,-0.16666666666666666,-0.4444444444444444,0.0,,0.0,-0.47368421052631576,-0.2657915451895044
4,2016-01-07,,-0.38095238095238093,-0.5,0.0,,-0.42857142857142855,,-0.16666666666666666,-0.35714285714285715,-0.7142857142857143,-0.75,-0.1111111111111111,0.0,-0.23076923076923078,-0.625,-0.5,-0.375,0.0,-0.22223809523809523,0.0,,-1.0,-0.6666666666666666,-0.75,0.0,-0.29411764705882354,-0.2222222222222222,,-0.045454545454545456,-0.21428571428571427,-0.2372448979591837
5,2016-01-08,,-0.125,0.0,-1.0,,-0.4444444444444444,,0.0,-1.0,-0.2,-0.3333333333333333,-0.3333333333333333,-0.4034736842105263,-0.17647058823529413,-0.2857142857142857,-0.47614285714285715,-0.2857142857142857,-0.1111111111111111,-0.8,0.0,,-0.5,-0.5,0.0,0.0,-0.26666666666666666,1.0,,-0.16666666666666666,-0.38461538461538464,-0.2176844583987441
6,2016-01-11,-1.0,-0.11764705882352941,-0.48144444444444445,0.0,,-0.3125,,0.2575909090909091,-0.23529411764705882,-0.6666666666666666,0.0,-0.3333333333333333,-0.19230769230769232,0.2857142857142857,-0.23076923076923078,-0.5833125,-0.375,-0.09090909090909091,-0.2608695652173913,-0.375,,0.0,0.3333333333333333,-0.4166666666666667,-0.5,0.0,0.0,,-0.14705882352941177,-0.23809523809523808,-0.1522130996309963
7,2016-01-12,0.0,0.3076923076923077,-0.25,-1.0,,-0.3333333333333333,,0.5,0.0,0.3333333333333333,-0.16666666666666666,-0.16666666666666666,-0.2631578947368421,0.291625,0.0,0.0,-0.1111111111111111,-0.125,0.0,-0.16666666666666666,,-0.3333333333333333,0.2,-0.14285714285714285,0.5,0.2,1.0,,-0.4,-0.3,-0.09651553672316383
8,2016-01-13,-0.75,-0.2727272727272727,-0.5,,,-0.29411764705882354,0.0,-0.2,0.16666666666666666,-0.6666666666666666,-0.4,-0.4,-0.16666666666666666,0.0,-0.2222222222222222,-0.16666666666666666,-0.375,-0.25,-0.10714285714285714,-0.1111111111111111,,0.0,-0.6,-0.5714285714285714,-0.6,-0.2222222222222222,-0.1111111111111111,,-0.2857142857142857,-0.35714285714285715,-0.1547
9,2016-01-14,,-0.375,0.25,-1.0,,-0.38461538461538464,0.0,0.0,-0.2727272727272727,-0.16666666666666666,0.0,-0.5,-0.3333333333333333,-0.3076923076923077,-0.1111111111111111,0.42857142857142855,-0.5714285714285714,-0.16666666666666666,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.46153846153846156,-0.5714285714285714,-0.23809523809523808,-0.8,,-0.2777777777777778,-0.07142857142857142,-0.2101281179138322
10,2016-01-15,,-0.13636363636363635,-0.2857142857142857,-0.2,,-0.25,,0.0,-0.2857142857142857,-0.16666666666666666,-0.8,-0.3333333333333333,-0.4,0.0,-0.5454545454545454,-0.5625,0.0,0.08333333333333333,-0.15789473684210525,0.0,-0.3333333333333333,,-0.6666666666666666,-0.3333333333333333,0.0,-0.28125,0.6666666666666666,-1.0,-0.15625,-0.15384615384615385,-0.18106204379562044
11,2016-01-18,-1.0,-0.1,1.0,,0.0,-0.15384615384615385,1.0,0.26666666666666666,-0.5,-0.8,-0.5,0.2857142857142857,-0.3076923076923077,-0.375,-0.2857142857142857,-0.8571428571428571,-0.5,-0.6,-0.17647058823529413,0.0,0.0,-0.5,0.0,-0.5,-0.2333,-0.25,0.125,-0.3,-0.18421052631578946,0.19047619047619047,-0.1871588683351469
12,2016-01-19,0.0,-0.5217391304347826,0.0,,,0.0,1.0,-0.14285714285714285,-0.625,-0.5555555555555556,-1.0,-0.6,-0.5,-0.25,-0.6666666666666666,0.22233333333333336,-0.6666666666666666,-0.2857142857142857,0.0,-0.2857142857142857,,,,0.0,0.0,0.038461538461538464,-0.4444444444444444,0.0,-0.3125,-0.4230769230769231,-0.20215633423180593
13,2016-01-20,,0.0,,-1.0,,-0.35714285714285715,,0.125,-0.5,-0.3333333333333333,0.0,0.0,-0.8333333333333334,-0.09090909090909091,-0.6833,-0.125,-0.16666666666666666,-0.25,-0.36363636363636365,0.0,0.0,0.0,0.0,-0.4,-0.5,-0.037000000000000005,0.19042857142857142,0.0,-0.07692307692307693,-0.21052631578947367,-0.17346811224489794
14,2016-01-21,0.0,-0.1724137931034483,0.0,,,-0.4375,,0.2222222222222222,0.2727272727272727,-0.3,0.0,0.0,-0.2,-0.3333333333333333,-0.0625,-0.5454545454545454,-0.25,-0.2857142857142857,-0.2727272727272727,-0.5,0.0,0.0,0.0,0.0,-0.6666666666666666,0.0,0.0,,-0.3157894736842105,-0.23529411764705882,-0.16391145218417946
15,2016-01-22,,-0.2222222222222222,-0.3333333333333333,,,0.0,,0.2857142857142857,0.4,0.3333333333333333,,0.0,-0.2,0.0,-0.16666666666666666,-0.07142857142857142,0.0,0.0,0.07142857142857142,-0.25,,,0.0,-0.5,0.0,-0.23333333333333334,0.38461538461538464,,-0.2727272727272727,-0.16129032258064516,-0.11357925925925925
16,2016-01-25,0.0,-0.138875,-0.25,,,-0.4117647058823529,0.5,-0.16,-0.23809523809523808,-1.0,,-0.1,0.0,-0.1,-0.6666666666666666,0.25,-0.3333333333333333,-0.08333333333333333,-0.23076923076923078,0.5,,-1.0,0.0,-0.5332,0.0,-0.05714285714285714,0.36363636363636365,-1.0,-0.21212121212121213,-0.08333333333333333,-0.168143842364532
17,2016-01-26,0.0,-0.4,0.2857142857142857,,,-0.4117647058823529,,0.1111111111111111,0.14285714285714285,-0.3333333333333333,,-0.5,-0.5,,-0.38461538461538464,0.0,0.0,-0.3333333333333333,0.21052631578947367,-0.2,0.0,,0.0,,0.0,-0.14285714285714285,-0.25,,-0.17391304347826086,-0.4444444444444444,-0.13860103626943004
