,date,topic_106,topic_116,topic_119,topic_123,topic_142,topic_150,topic_159,topic_160,topic_177,topic_182,topic_22,topic_222,topic_237,topic_3,topic_35,topic_41,topic_43,topic_48,topic_49,topic_53,topic_6,topic_63,topic_67,topic_69,topic_74,topic_76,topic_78,topic_96,topic_99
14,2018-01-19,0.004916990175843239,0.0814216174185276,,-0.12556408857926726,,,0.04400173109024763,,,,-0.2909509250894189,0.015340154990553856,,0.2866369285620749,,,0.2898265961557627,-0.9508005438838154,0.8710237704217434,-0.16062138229608536,-0.5007416564039886,,,0.7999164834618568,-0.13571977242827415,,0.12486280291341245,,0.23957902006804943
15,2018-01-22,,0.24259147886186838,,-0.4137665695510805,0.024949039798229933,-0.0874634413048625,0.02964572049677372,-0.004944635244707267,0.7849463075399399,,-0.26229761509845656,,-0.21109111607074738,-0.13064591959118843,-0.9497478250414133,-0.4099845848977566,-0.2419929876923561,0.032363415230065584,-0.9512979299761355,,-0.26270086225122213,-0.9592801053076982,,,0.07561354478821158,,0.04651885572820902,,
16,2018-01-23,,,,-0.5306304134428501,,,,0.014963086694478989,,-0.5229631867259741,-0.244346396997571,,,-0.9382514730095863,0.9184414288029075,-0.9569626124575734,-0.01817566156387329,,0.919455804862082,,0.44603601284325123,-0.2379578691907227,-0.07488806103356183,,-0.11407700181007385,,0.1127335848286748,,
17,2018-01-24,0.04429060220718384,0.07679500244557858,,-0.0603785514831543,0.5341542446985841,,,-0.03791151009500027,-0.4564717710018158,,-0.4445401281118393,0.05783009994775057,,-0.32259149476885796,,0.18800372630357742,-0.3709014306465785,-0.8821491319686174,-0.9467733670026064,,-0.06337979604722932,-0.9623934254050255,0.026469537988305092,,-0.4828803623095155,,0.09918341832235456,,
18,2018-01-25,,,,,,,,,,,,0.030270124785602093,,-0.49440835416316986,-0.9601875804364681,0.6446387339383364,0.22601366881281137,,-0.8992949549574405,,-0.21914636359239617,0.22124271420761943,,-0.9610331943258643,0.08843537326902151,,0.28372348798438907,,0.026815887540578842
19,2018-01-26,,,,-0.05202723853290081,,,,-0.027733810245990753,,,0.0934260431677103,,,0.7896632044576108,-0.011054202914237976,,,-0.433074951171875,0.6981537044048309,,-0.21373236132785678,,,0.28200072795152664,-0.06951303780078888,-0.005287862848490477,0.8986836830154061,,
20,2018-01-29,,0.05575643852353096,,-0.05425257422029972,0.058497837744653225,,-0.14099590200930834,0.041921086609363556,,,0.00818574521690607,0.03466433007270098,,,-0.9568277159705758,-0.874399953832229,-0.07215021116038163,-0.04229710344225168,,-0.8746430948376656,0.008315964912374815,-0.8130443623755127,0.08849692391231656,-0.964466015342623,-0.0730717082042247,,0.529044097289443,,0.6414416488260031
21,2018-01-30,,,,-0.04069592974459132,-0.012034306302666664,,,,,,,,,,,,,,-0.9615050173985461,,-0.9617149555124342,-0.7658749598776922,0.20338444504886866,,-0.02019466459751129,,,,
22,2018-01-31,,0.09030867554247379,,,,-0.33479570411145687,,,0.4446262717247009,-0.26665327697992325,0.07256857305765152,0.038670528680086136,,0.7140695578418672,-0.6085980047937483,,-0.026889075835545857,,-0.9630593750625849,,-0.6829345347359776,-0.9555377587676048,,,,-0.061832875944674015,0.04879875108599663,,
23,2018-02-01,,0.058924716897308826,-0.8896681951979796,-0.6806970487348736,0.12925950530916452,,,,,,0.27899461705237627,0.04654998052865267,0.027140257880091667,-0.9085239768028259,-0.9651180179789662,4.816614091396332e-05,-0.01623222480217616,,0.8798930309712887,,0.7384039691338936,0.02926334632664091,-0.13273528777062893,,,0.038781870156526566,0.016361936926841736,,
24,2018-02-02,,,,,,0.49639105051755905,,,-0.25246237218379974,,-0.32681956018010777,,,0.23652908392250538,-0.959997832076624,-0.6716515044972766,,-0.9380388776771724,-0.9625046318396926,,0.4159311212133616,-0.808386626575763,-0.2657873295247555,,-0.4061843454837799,,,,0.6018043905496597
25,2018-02-05,-0.05657414440065622,0.22668754309415817,,-0.6098018325865269,0.07338018901646137,,,,,,-0.37818199551353854,,,,,-0.8466740888543427,-0.10212906170636415,-0.7700538726057857,-0.963021538220346,,-0.9034316139295697,-0.8059957985766232,-0.061089824186638,,0.04217020235955715,,0.1929026977159083,,0.14493305049836636
26,2018-02-06,0.08327843435108662,,0.5452477185366055,,,,,-0.6864134380593896,-0.9580263094976544,,,,0.9119265601038933,,-0.9476047083735466,,,-0.9521401287056506,0.07739836117252707,-0.37653056951239705,-0.9176787852775306,-0.9384916163980961,,-0.9673226797021925,0.05969938449561596,-0.0861203745007515,0.26991769671440125,,0.6494362894445658
27,2018-02-07,,,0.03670610142871737,,,,,,,-0.3113253694027662,0.16618668613955379,0.048495100190242134,,,,,-0.19208723306655884,,-0.4916674643754959,,-0.8064275127835572,-0.7797467494383454,,-0.038841377943754196,,,-0.14000873966142535,,0.444835907779634
28,2018-02-08,0.015591579722240567,,,-0.46675857808440924,0.06851643056143075,,0.15506993792951107,0.04313816875219345,-0.8924309946596622,,-0.3493958041071892,0.03151871636509895,,,,-0.8646050561219454,,,-0.5435679343063384,,-0.7886282109344999,-0.8779739625751972,-0.042975558899343014,-0.4786935392767191,0.18089596182107925,0.0025168036421140036,0.3586302036419511,-0.7053590342402458,0.7380476566031575
29,2018-02-09,,0.0764633696526289,-0.9626557128503919,,0.034919566474854946,,,-0.09534855093806982,-0.9227904230356216,,-0.2915287855430506,,0.022928662598133087,0.3586532771587372,,0.020564762875437737,-0.24557655677199364,-0.9320626158732921,-0.9623390724882483,,-0.334393591620028,-0.9514934839680791,,,,,,-0.9358420055359602,0.10916090197861195
30,2018-02-12,0.07121933437883854,,,,0.1096388828009367,,0.15111525263637304,-0.044329427648335695,,-0.01603909768164158,,,,,,-0.7789112837053835,-0.29391398405035335,-0.0294804060831666,,-0.8306026458740234,0.3879660389696558,,,,0.26871500723063946,,0.3684042065870017,,0.315437238663435
31,2018-02-13,-0.08697603922337294,,0.1425237930379808,,0.0702476566657424,,,-0.014049723744392395,-0.9031340703368187,,,0.018354518339037895,,,-0.6352116893976927,,0.29810902290046215,-0.3773948661983013,,,-0.8170388944563456,0.2737078554928303,,,,,,,0.21835828199982643
32,2018-02-14,,,0.2352991943092396,,-0.06365492939949036,,0.055543370079249144,0.09175193659029901,-0.9472954887896776,,,0.051008066162467,,-0.9376199804246426,,,0.01705259084701538,,,,-0.4298747560630242,0.5881207240745425,0.07347494829446077,-0.9552863202989101,,,0.19342170314242443,0.10816238075494766,
33,2018-02-15,0.11738427449017763,0.6703785825520754,0.03791739046573639,-0.06545410693312685,0.08273626328445971,-0.030307780019938946,,,,,,,,,-0.4798292485065758,,-0.1020751657585303,,0.09492250788025558,,-0.8921359544619918,,0.015395499533042312,-0.9306091200560331,,,,,0.04365207441151142
