,date,topic_106,topic_116,topic_119,topic_123,topic_142,topic_150,topic_159,topic_160,topic_169,topic_177,topic_182,topic_22,topic_222,topic_237,topic_3,topic_35,topic_41,topic_43,topic_48,topic_49,topic_53,topic_6,topic_63,topic_67,topic_69,topic_74,topic_76,topic_78,topic_96,topic_99
0,2017-01-02,,,,,,,,,,,,,,,,0.24393022526055574,,-0.13530112663283944,,,-0.9001358719542623,,,,,,,0.4581002448685467,,
1,2017-01-03,0.04065828025341034,,,,0.04638456704560667,,,,0.010818380862474442,,,-0.058851638808846474,,0.14015529886819422,-0.042131653210769095,0.5073571410030127,,,,,-0.8531453628093004,0.17748683349539837,,-0.09634800627827644,0.7870752289891243,,-0.008347559720277786,0.14184853248298168,-0.23151537496596575,
2,2017-01-04,0.13416918274015188,0.041320955380797386,,,,,0.05180312041193247,,0.08867848291993141,,,0.05364726483821869,,,0.04158524749800563,-0.27156739472411573,,-0.332943569868803,-0.8517111726105213,0.01865672878921032,,-0.5272437824557225,0.8676792625337839,,,0.017994262278079987,,,,
3,2017-01-05,0.11431457164386909,,,,0.3746053664945066,0.6290551573038101,0.09620214067399502,,,-0.7303760945796967,,,,0.06664712633937597,,-0.9635425973683596,0.16241987934336066,-0.05452344985678792,-0.029735525138676167,-0.7718776799738407,,-0.31148928054608405,,,0.913391824811697,,,0.18998797610402107,,0.6471228515729308
4,2017-01-06,0.09566081874072552,,,-0.7006301856599748,,,,,,,,-0.0052327960729599,0.045427603647112846,,0.09274222511157859,-0.612112857401371,0.10240254178643227,,-0.2654548129066825,-0.9529976332560182,,-0.022620666539296508,-0.9216102715581656,,-0.9644308933056891,-0.07580778002738953,-0.005102537572383881,0.01766832545399666,0.13688002154231071,0.08845480034748714
5,2017-01-09,,,,,-0.3865862633101642,,,-0.03818864747881889,,,,-0.2612406052649021,,-0.2225171240667502,-0.5952967031626031,,0.532851935364306,-0.08340433274861425,,,-0.6492600929923356,-0.7441906370222569,-0.015901061706244946,-0.09927724068984389,-0.7578998270910233,-0.22222654661163688,0.09756540786474943,0.2268058955669403,-0.922254640609026,
6,2017-01-10,0.014106771908700466,,-0.12424875900615007,,-0.2647696202620864,,,,-0.01482977345585823,,,0.2695266967639327,0.029431544244289398,-0.021949462592601776,-0.11032639948340754,,,,-0.4854543670080602,-0.9153836504556239,-0.67990468069911,-0.5032929096681377,-0.861717201769352,,,,,0.2773711383342743,-0.7545178905129433,
7,2017-01-11,,,-0.5822358774021268,,-0.01775768616547187,,,,,-0.5253153871744871,-0.387651733122766,0.4441084871068597,0.035183608531951904,0.16288333758711815,0.03217058119215918,-0.8439905615523458,-0.9508118312805891,0.06623092169562976,0.20308975619263947,0.7428997047245502,,0.12048365976661443,,,-0.36788258515298367,0.725889403373003,,0.7890429086983204,,
8,2017-01-12,,,,,-0.24481375950078169,,,-0.09365699090994895,-0.04132579639554024,,-0.3821704648435116,-0.1446405727765523,,,-0.31285862502409145,-0.7869928712025285,,-0.2810859742263953,,-0.9663894972763956,,-0.42100132163614035,-0.8564591724425554,0.09781983005814254,-0.9513193075545132,,,0.276384965206186,0.08712529763579369,
9,2017-01-13,,0.03669884568080306,,,-0.012242037802934647,,,-0.03423326782649383,0.02989860810339451,-0.9457068517804146,-0.6329699624329805,-0.04952325113117695,0.049579063430428505,,-0.2080244931858033,-0.03440962731838226,-0.5871645168711742,,0.6734103905037045,0.8511972837150097,-0.47210187232121825,-0.9574491819366813,,,,0.05643343925476074,,0.18586633168160915,-0.33603783827857114,
10,2017-01-16,,,,-0.05345549341291189,0.012553260661661625,,,0.02101283334195614,,-0.9582927208393812,,,,0.013201935216784477,-0.01972632637868325,,,-0.028996544230418902,,-0.9616840188391507,,-0.7843912788666785,,0.052075786516070366,-0.3531511372420937,-0.026522018015384674,0.05486093647778034,0.476002492941916,-0.615040689590387,
11,2017-01-17,,0.12623984273523092,,-0.3906006161123514,-0.36976062459871173,,,,,-0.4626580625772476,,,,-0.005421709269285202,-0.015381533103728933,,-0.7776095255976543,,,,,-0.6440170544665307,,,-0.8055648598819971,0.022064557919899624,-0.07897326862439513,0.2767069274559617,-0.01667541265487671,0.8912007864564657
12,2017-01-18,,0.09266783855855465,,,0.31650880561210215,-0.8282229267060757,,-0.16735091526061296,0.005009174346923828,,-0.4724877178668976,0.08276978484354913,0.005063947290182114,,-0.11092792265117168,-0.953519125469029,-0.1783416121366567,,,0.6072897911071777,-0.850921044126153,-0.5716210785321891,,0.041138303466141224,-0.9644824988208711,-0.07532953936606646,,0.07936774985864758,-0.2879496794193983,0.39394129409144324
13,2017-01-19,,0.04935632273554802,0.12897596508264542,-0.32174717728048563,,,,,0.005728088319301605,,-0.4863266604952514,0.13493164566655955,0.038573610596358776,0.6965640932321548,0.10871093906462193,,0.24436223250813782,0.05045679956674576,,,-0.5999370738863945,-0.6070535999024287,-0.23234261572360992,,0.4152135793119669,-0.09813701594248414,0.0045254286378622055,0.2828548289835453,-0.4288881430402398,0.17815879390885433
14,2017-01-20,,0.06257421150803566,,,,0.07164973067119718,,,0.02075406350195408,,,-0.18893771401296058,0.033411749017735325,-0.23644513986073434,0.02626389596844092,-0.9514437988400459,,,,-0.8162850141525269,,0.3697463274002075,0.9249065993353724,,,-0.4059363566339016,0.09774465532973409,0.27486899634823203,-0.28815179225057364,0.40110523626208305
15,2017-01-23,0.033948647789657116,,,-0.42985674215015024,,,,0.020622044801712036,,-0.9491393240168691,0.18009290099143982,-0.4195629972964525,,,0.047460498218424615,,,-0.14098566453903913,,,-0.6976857236586511,-0.07875364848102133,,,-0.9481431427411735,0.0362509290377299,0.041889763437211514,0.07468853238970041,-0.9335793610662222,0.470849700892965
16,2017-01-24,-0.006204800680279732,0.029484620317816734,-0.8535484708845615,-0.23091622069478035,,,,-0.012674674391746521,0.022832093760371208,,-0.4253596421331167,0.19531103549525142,0.038461185060441494,0.10733084660023451,0.005075560717765863,-0.9112039301544428,0.28784363297745585,,-0.8488694950938225,-0.950967192882672,-0.6199576279614121,-0.1995134645452102,-0.9380816109478474,,0.9101480338722467,-0.18711227178573608,,0.25225883862003684,-0.2522130622994155,0.8171454034745693
