,date,topic_-1,topic_116,topic_130,topic_157,topic_169,topic_185,topic_188,topic_203,topic_208,topic_216,topic_220,topic_226,topic_245,topic_255,topic_256,topic_264,topic_287,topic_29,topic_304,topic_306,topic_310,topic_312,topic_33,topic_38,topic_61,topic_76,topic_8,topic_82,topic_94,topic_98
0,2017-01-02,-0.14053974768842806,,,,,,,,,,,,,,-0.12301727384328842,,,,-0.3745579570531845,,,,,-0.12796258926391602,,0.719805546104908,-0.4340809492394328,,,
1,2017-01-03,0.02419623328089521,0.4897854632387559,,,,,,,,,-0.8132656253874302,,,,-0.5272819641977549,,,-0.02856775000691414,,,0.9222487844526768,,-0.8179520070552826,0.42687084153294563,0.828868567943573,0.6600389704108238,-0.39448464568704367,-0.8659011647105217,0.6416142880916595,
2,2017-01-04,0.025598888995650052,-0.8905248534865677,,,,,,,0.0121479332447052,,-0.03373010456562042,,,0.937494546175003,,,,-0.10629713309130498,,,-0.9445899724960327,,,0.5298199355602264,0.37547196447849274,-0.9483478958718479,-0.24043919456501803,0.11383679835125804,0.4124681930989027,-0.7893965840339661
3,2017-01-05,0.008163831986840469,0.12539303861558437,,,-0.783735079690814,0.052824512124061584,,,0.11596386134624481,,,-0.009132180362939835,,0.6415579617023468,,0.01963186450302601,,0.09047537948936224,,,,,0.0957490112632513,-0.8815987911075354,-0.7331486294666926,,-0.6116115780314431,,0.13781215933461985,
4,2017-01-06,-0.020821609239524728,-0.5526110932696611,,,,,,,,,,-0.010477660223841667,0.010164350271224976,-0.3723466396331787,-0.8629960305988789,,,-0.2508247211808339,,,,,0.3555743135511875,-0.04242917709052563,-0.881872090511024,-0.7089180201292038,-0.4500282881781459,,-0.5552112315781415,
5,2017-01-09,-0.009487095972688138,-0.9383788066916168,,,,,,,,0.9065846372395754,,,0.02698630839586258,,,,,-0.0018266970291733742,,,,,-0.33088543203969795,,-0.34580147033557296,0.9191517494618893,-0.3694563019089401,-0.03324165474623442,-0.3783373588230461,0.33517175912857056
6,2017-01-10,-0.019195244328616416,-0.22416854370385408,,0.011686131358146667,,,,,,,0.005309034138917923,,,-0.9631222309544683,-0.28290830459445715,,,0.4729475425556302,,,,,,0.05562790296971798,0.39932627975940704,-0.7725500613451004,-0.38508764281868935,-0.44691532850265503,0.5259523969143629,
7,2017-01-11,-0.011434191458803766,0.48061007509628934,,,0.6031813649460673,,,,0.11515089869499207,,-0.9437540974467993,-0.006382949650287628,0.06319519132375717,,,,,-0.3742203028606517,0.007803909480571747,,0.8596980720758438,,-0.018156506586819887,-0.07928061485290527,-0.936812745872885,0.011772786267101765,-0.314392670057714,0.09260587766766548,0.7982658420999845,-0.0021097883582115173
8,2017-01-12,0.00046365238387476314,,,-0.008094090968370438,0.30776289012283087,,,,,0.15504465997219086,,,,-0.40477392077445984,-0.45672205835580826,,,-0.39023379934951663,,,,,-0.37890443733582896,-0.9500732930998007,-0.878146568313241,-0.0550050912424922,-0.22272835858166218,0.15198489651083946,-0.47767980825155976,-0.4690296451250712
9,2017-01-13,-0.024284327391435823,0.6617074720561504,,,-0.944478752091527,,,,,,,,-0.9539878834038973,,-0.3033732126156489,,,-0.02351853996515274,-0.20281611196696758,,,,-0.1964141884818673,0.6994238036374251,-0.006517026573419571,-0.3031812272965908,0.07451004832983017,,0.40935494005680084,0.06492036674171686
10,2017-01-16,-0.04096293364165594,,,,,,-0.7817217446863651,,,,,,,-0.9535821666941047,-0.7412098776549101,,0.14339581597596407,0.17160429013893008,,0.9309617597609758,-0.9374456545338035,,0.37750458321534097,0.2908283928409219,,-0.8990632388740778,-0.11806129445321858,0.12806192468851804,-0.6178447225441536,
11,2017-01-17,0.04132913079465161,,,,,,,,,,,,0.08743062615394592,,-0.23684165067970753,,,0.45208227932453154,,,,0.09425687789916992,-0.47233322262763977,-0.9116497151553631,-0.9287821194157004,0.3267742097377777,-0.2072387933731079,0.09440330788493156,-0.22222702763974667,
12,2017-01-18,-0.017009492407133887,,,0.03972753323614597,0.8161131953820586,,,,,,,,,,-0.6805242151021957,,,0.10997497830539942,,0.08661504089832306,-0.9538771258667111,,0.5255429483950138,-0.3217165097594261,-0.41825905938943225,-0.78760094800964,-0.24449925577001913,,-0.9469164951394001,-0.08087499439716339
13,2017-01-19,0.01237889156455837,,,0.19018038408830762,,-0.49481937289237976,,,,-0.8332152329385281,0.16428883001208305,,-0.04652309650555253,,-0.8567755296826363,,,0.297187939286232,,,,,0.34061618025104207,-0.900762285804376,-0.9026765329763293,0.1390049159526825,-0.2427386517326037,,0.4471600092947483,0.6893351832404733
14,2017-01-20,-0.01031042987228611,0.09007427841424942,,,0.4844297282397747,,,-0.7116215713322163,,,0.014923743903636932,,0.8368460983037949,,,-0.9588033575564623,,0.3709488036110997,,-0.8641999009996653,,,-0.6949063185602427,0.5316205341368914,0.5149192959070206,-0.5851462781429291,0.12580603485306105,,0.8839486949145794,-0.6698355376720428
15,2017-01-23,-0.03373242279215064,-0.20035764575004578,,,,,,,-0.7243491113185883,,,,0.9203928168863058,,-0.8320554755628109,,,,,,-0.9252215549349785,,-0.5516755805749979,-0.4844732590019703,-0.2719919526328643,0.9269702881574631,-0.5408029969548807,-0.10814502835273743,-0.5562239708378911,0.06369491666555405
16,2017-01-24,0.03244606422285145,-0.31747010350227356,,-0.957225801423192,,0.3327257204800844,,,,,,,-0.011645257472991943,,,,,,,,-0.5817812979221344,,-0.07241519913077354,0.5320752337574959,-0.5657527446746826,,-0.2104336515069008,0.19239593778426448,0.36706713897486526,
17,2017-01-25,0.07018765180287337,,,0.27101575769484043,0.6104738827173909,0.15480363070964814,,,-0.0029043368995189667,-0.8097441419959068,,,,,-0.4006212130188942,,,0.08137228572741151,,,0.9091060273349285,0.49617128260433674,0.09358527287840843,0.33373708091676235,,,-0.265732953324914,0.19612621422857046,0.37962274129192036,
18,2017-01-26,-0.0015071978294071836,,,,,0.008679822459816933,,,,,,,,,,,,,,,,-0.007249467074871063,0.1884129918180406,,-0.9001675453037024,0.8862847778946161,-0.24612489379942418,,-0.954170539509505,0.3147805002517998
