,date,topic_100,topic_105,topic_108,topic_114,topic_117,topic_131,topic_155,topic_17,topic_176,topic_187,topic_20,topic_203,topic_212,topic_254,topic_271,topic_3,topic_30,topic_33,topic_4,topic_43,topic_5,topic_51,topic_53,topic_57,topic_60,topic_61,topic_62,topic_73,topic_89,topic_95
0,2016-01-01,,,,,,,,,,,,,,,,,,,,-0.678403977304697,,,,,,,,,,
1,2016-01-04,-0.9499246007762849,,,,0.038417477160692215,,-0.352754320949316,-0.9573194095864892,,,-0.02007259987294674,-0.9439710769802332,,,,,,-0.9391088373959064,-0.6996445814147592,,-0.5020162928849459,,,-0.002496909350156784,,,-0.932032423093915,0.010048188269138336,,0.04094858840107918
2,2016-01-05,0.5983460545539856,,-0.831194344907999,,,,,,,,,,,,,,,,0.7264840357005596,,-0.40389156543339294,,,0.013951482251286507,-0.9423628151416779,,-0.052619606256484985,0.019605586305260658,-0.3148425593972206,
3,2016-01-06,-0.944307453930378,,,,,,,-0.9589604400098324,0.18774239905178547,0.011457666754722595,-0.08927588490769267,,,,,,-0.07061151787638664,-0.9536642646417022,-0.944612100138329,,-0.12447035312652588,,,,-0.9474531495943666,,-0.9297873470932245,0.0466956552118063,0.2473689722828567,
4,2016-01-07,-0.34754008054733276,,,,,,0.038053810596466064,-0.9589566318318248,,0.2509443232168754,-0.8021637828399738,,-0.9531284496188164,,,,,-0.941587963141501,-0.955365794710815,,-0.9462856310419738,,,0.009723925963044167,,,-0.9384926031343639,0.018008308485150337,0.832543927244842,
5,2016-01-08,-0.9609332252293825,,0.1606342396698892,,,,0.4350362718105316,-0.1822068551555276,-0.046590305864810944,,0.10986130125820637,,,-0.7486462518572807,,,,,-0.9181724175189933,,0.2508009495213628,,,,0.20800871402025223,-0.9279070217162371,-0.960802816785872,0.010559553280472755,0.48431915510445833,-0.4771809671074152
6,2016-01-11,,,,,0.6792463064193726,,-0.04722382873296738,-0.46268300665542483,,-0.2693856880068779,,-0.9545436631888151,,-0.4290806595236063,,,-0.6669623660854995,-0.11689543568839629,0.05406854394823313,,-0.1874644011259079,-0.8539633974432945,,,-0.680158955231309,-0.8909026123583317,0.09295928478240967,0.026632731780409813,0.11903073452413082,-0.41135124349966645
7,2016-01-12,-0.6989597147330642,,,,,,,-0.5786009808070958,-0.9544931771233678,,0.11884539760649204,0.7671550437808037,-0.9661647016182542,,,,-0.8244845354929566,-0.9626081362366676,0.2968117790296674,,0.15281597170978783,,0.17438673041760921,,0.5120479315519333,-0.7850254774093628,0.6638936400413513,0.024288911372423172,0.1051237266510725,
8,2016-01-13,,0.911437563598156,-0.8237385665997863,,,,,-0.9595256107859313,,,-0.8475867286324501,,,-0.37766621448099613,,,-0.6960548874922097,-0.9144561421126127,-0.16818287436451232,,-0.6099050581455231,0.0030629802495241165,0.8443922903388739,,,,,0.007204119116067886,0.07326929457485676,-0.16757147759199142
9,2016-01-14,,0.9242872130125761,,0.027784105390310287,,,,-0.06277971644885838,-0.9346672776155174,-0.037839677184820175,-0.18668551882728934,-0.9513796539977193,0.8377224169671535,-0.011877112090587616,,,,-0.9057970242574811,-0.8491728963330388,,0.6909438725560904,,,0.010799825191497803,0.5534058213233948,0.09434535354375839,-0.9202563033128778,0.015442611649632454,-0.314025757368654,0.7571227550506592
10,2016-01-15,-0.946367371827364,,,0.027784105390310287,,-0.002251744270324707,,-0.9599295994266868,,,-0.1432543178088963,,,,,,-0.6809746883809566,,-0.6396199443843216,,-0.541532133705914,,,-0.47498592687770724,-0.9086092468351126,-0.9413426471874118,-0.9585404302924871,0.004688490182161331,-0.2798846336081624,
11,2016-01-18,-0.9339781887829304,,,,,,,-0.9564722230037054,,,0.014812767505645752,0.6937477020546794,,-0.14649884775280952,-0.4878137856721878,,-0.7060657124966383,-0.8381640538573265,-0.20423611551523208,-0.7077581211924553,,-0.7637268966063857,,0.01288849301636219,-0.9342909916304052,,,,-0.49542575888335705,0.28202542662620544
12,2016-01-19,,-0.965142194647342,-0.5445128022693098,0.1367841735482216,,,,,,-0.6366704404354095,-0.0231638103723526,-0.9439604822546244,,,,,-0.727285485714674,,0.47466371456782025,-0.8792868806049228,0.591774852325519,-0.9369968756412467,,-0.9518219130113721,,0.007449202239513397,-0.2702149720862508,0.014066006988286972,0.3403678466565907,-0.9480841234326363
13,2016-01-20,-0.7351363077759743,0.910276404581964,-0.9662923868745565,,,,,-0.9564415877684951,-0.8576100580394268,,0.03479020483791828,-0.9420908819884062,,,,,,,-0.9584064041264355,,-0.6858818558976054,-0.5158844985999167,,-0.010010629892349243,-0.312968776250879,-0.9611595897004008,,0.03317546471953392,-0.3952399492263794,
