,date,topic_-1,topic_116,topic_130,topic_157,topic_169,topic_185,topic_188,topic_203,topic_208,topic_216,topic_220,topic_226,topic_245,topic_255,topic_256,topic_264,topic_287,topic_29,topic_304,topic_306,topic_310,topic_312,topic_33,topic_38,topic_61,topic_76,topic_8,topic_82,topic_94,topic_98,EBF,time_trend,adjclose,returns,year,month
12,2016-01-21,-0.0397243430880525,-0.1232371541361014,0.0,0.0,0.0,0.0,0.0228696092963218,0.0,0.0,0.8063855320215225,-0.2422572672367096,0.0,0.0,0.0,0.0,0.0,0.0,0.3611636986024678,0.0,0.0,0.0,0.0,0.6852886800964674,0.1802214346826076,-0.8836000999435782,0.9140036012977362,-0.032890728674829,0.0,-0.4973750188946724,0.0,-0.0546473761038566,12,1868.989990234375,0.0051954383611315,2016,1
13,2016-01-22,-0.0522360886424416,0.0,-0.9568845061585308,0.1258470121150215,0.0,-0.0767037123441696,0.0,0.0,0.0,0.0,0.0,-0.374996130199482,0.8920726887881756,0.0,0.0,0.0,0.0,0.797765321098268,0.0,0.0,0.0,0.0,0.582416970981285,0.7277148198336363,0.5537315681576729,0.8908873818814754,0.2354214959777891,0.0,0.839974794536829,0.0,-0.0440897588866452,13,1906.9000244140625,0.0202837010244947,2016,1
14,2016-01-25,-0.0991832009045683,-0.9565314948558808,0.0,0.0,0.0105601921677589,0.0,0.0,0.0,0.0,-0.9483081148937345,0.0,0.0,0.0,0.1589137651026249,-0.3663044013082981,0.0,-0.0068575702607631,-0.0432343557476997,0.0,0.0,-0.945414830930531,0.0,0.3642255640588701,-0.9536697852114836,-0.3215749433729797,0.0113375289365649,-0.348316544134702,0.0,-0.9096852466464044,0.0,-0.0849811838820503,14,1877.0799560546875,-0.0156379820533789,2016,1
15,2016-01-26,-0.0714869868137281,0.0,0.0,0.029024226590991,0.0,0.0,0.0,-0.0127914398908615,0.0,0.8049518167972565,0.0,0.0,0.0,0.8737233988940716,0.0,0.0,-0.006174286827445,0.6212443053722382,0.0,0.9293187446892262,0.0,0.0,0.7835243940353394,-0.3352408409118652,0.3240144476294517,-0.0676971850916743,0.0606162709494431,0.0,0.6817195992916822,0.0,-0.035707366759551,15,1903.6300048828125,0.0141443355902264,2016,1
16,2016-01-27,-0.1309064917992074,0.0,0.0,0.4384443685412407,0.0,0.0,0.0,-0.0969161763787269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4067318150773644,0.0,-0.9532602950930597,-0.7583077773451805,-0.0313984937965869,-0.3090866396669298,-0.9262229870073496,0.2935010306537151,-0.5345629503329595,-0.2125285007059574,0.0,-0.009628373508652,0.0,-0.1052805825160108,16,1882.949951171875,-0.0108634837956394,2016,1
17,2016-01-28,-0.0689819951112851,-0.099083895329386,0.8110451251268387,0.9109067060053349,0.0,0.0,-0.9488075571134686,0.0,0.0,0.0,0.0,0.0,-0.1382863000035286,0.8881788998842239,0.0,0.0,0.0,-0.2233643814300497,0.0,0.0,0.0,0.0174127891659736,0.42465715482831,0.7983513297513127,-0.0719928368926048,-0.9443749766796828,0.0373061150312423,-0.0310268644243478,-0.0546872874256223,0.0,-0.0250273507426435,17,1893.3599853515625,0.0055285772057874,2016,1
18,2016-01-29,-0.1054849520123446,0.0940898358821868,0.7719675432890654,0.6815923070535064,0.0,0.0,-0.8065740920137614,0.0,0.0,0.0,0.0,0.0,-0.5890533998608589,0.8687942014075816,0.0,0.0,0.0,-0.3776444338727742,0.0,0.0,0.6079449653625488,0.0,0.0062627792358398,0.0024657969673474,0.3086874584356944,0.7998492469390234,0.884304488543421,0.0,0.182168378184239,0.0,-0.0652597872861039,18,1940.239990234375,0.0247602174153415,2016,1
19,2016-02-01,-0.1089543202285935,-0.9219117141328752,0.0,-0.0321582406759262,-0.2120546859999497,0.0,-0.2578431479632854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372762633487582,0.1790802985429763,-0.5996930357068777,-0.2495261700823903,0.1575198601931333,-0.5292746039107442,0.0,-0.6857544872909784,0.0,-0.0267285977271111,19,1939.3800048828125,-0.0004432365871701,2016,2
20,2016-02-01,-0.1089543202285935,-0.9219117141328752,0.0,-0.0321582406759262,-0.2120546859999497,0.0,-0.2578431479632854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372762633487582,0.1790802985429763,-0.5996930357068777,-0.2495261700823903,0.1575198601931333,-0.5292746039107442,0.0,-0.6857544872909784,0.0,-0.1283527543055584,19,1939.3800048828125,-0.0004432365871701,2016,2
21,2016-02-02,-0.119916286132231,-0.93355880305171,0.0,-0.9587025484070182,0.0,-0.0019411593675613,-0.3844846338033676,-0.8908501379191875,0.3088043220341205,-0.9535221727564932,0.0,0.0,0.0,0.0,0.0,-0.8477654037997127,0.0,0.4352508677790562,0.0,0.0,0.0,0.0,-0.2033248357474804,-0.1025689132511615,-0.8941249358467758,-0.4099587048403919,0.8960251770913601,-0.4666481832973659,-0.9557833154685796,0.0,-0.1141601177767513,20,1903.030029296875,-0.0187430908302748,2016,2
22,2016-02-03,-0.0606361904781414,-0.9315036460757256,0.0,0.1118406495079398,0.0,0.0,0.65024201075236,0.1355761401355266,0.0,0.0,0.0,0.0,0.020351493731141,0.8847385309636593,0.0,0.0,0.0,0.0418605329468846,-0.1471955943852663,0.0,0.0,0.0,-0.0051075194496661,0.3013631701469421,0.7213520985096693,-0.8930057981982827,0.4295126497745514,0.1667347425594925,0.6512218614419302,0.0,-0.0490400906802612,21,1912.530029296875,0.0049920389346194,2016,2
23,2016-02-04,-0.1135320194790705,0.8360453248023987,0.4877461586147547,0.0,-0.8644272573292255,0.0,-0.5432331217452884,0.0,0.0,0.0,0.0,-0.0832129338135321,0.0,-0.7883787155151367,0.0,0.0,0.0,-0.5361318901181221,0.0,0.0,0.0,0.0,-0.1013906300067901,-0.1035939951737721,-0.9210379235446452,0.1487072853371501,-0.4563571516690509,0.0677047222852706,0.4579152259975672,0.0,-0.0712779467610505,22,1915.449951171875,0.0015267325638141,2016,2
24,2016-02-05,-0.1186334933089967,-0.7245542109012604,0.0,0.239178579300642,0.0,0.0,-0.096021719276905,0.0,0.0931537700816989,-0.9441056335344912,0.0,-0.0083822049200534,0.0,-0.9579844772815704,0.0,0.0,0.0,-0.9041399843990804,0.0,0.0,0.0,0.0,-0.5224121659994125,-0.9019296545801418,-0.6073076985776424,0.0674959421157836,-0.515893227021609,0.0,-0.5756427185609937,0.0,-0.1245367259671388,23,1880.050048828125,-0.0184812463108693,2016,2
25,2016-02-08,-0.1285928241910827,-0.9584708036854864,0.0,0.0,0.0,0.0,-0.929267754778266,0.0,0.0,0.0,0.0,0.0,-0.3773404476232826,0.0,0.0,0.0,0.0,0.1092079915106296,0.0,0.0,0.0,0.0,0.0261247418820858,-0.6913600554689765,0.0,-0.3339190424109499,-0.1374292908650305,-0.3370106620714068,-0.6028695469722152,0.0,-0.1200072349941465,24,1853.43994140625,-0.0141539356563734,2016,2
26,2016-02-09,-0.0726202429523312,-0.9260133467614652,0.0,0.0,0.0,0.0,-0.3011188954114914,0.0,0.0,0.0,-0.0334933628328144,-0.460659356166919,-0.8064827509224415,-0.94815434794873,0.0,0.0,0.0,0.92075215280056,0.0,0.0,0.0,0.0,-0.7731704153120518,-0.6324316523969173,-0.9169196938164532,-0.3599804541362183,-0.1873152172192931,0.0,-0.1539222549181431,0.0,-0.1274149531705511,25,1852.2099609375,-0.0006636203533073,2016,2
27,2016-02-10,-0.1423880172628767,0.266749233007431,-0.3612217903137207,0.0,0.0,0.0,-0.5851702927611768,0.0,0.0,-0.6150874346494675,-0.5983972195535898,-0.0179596878588199,0.8839448466897011,0.903171755373478,0.0,0.0783224329352378,0.0,0.4064243547618389,0.0,0.0,0.0,0.0,-0.3072094325907528,0.7368116162717342,0.064725175499916,-0.3152135410346091,-0.8988552000373602,0.0828806972131133,-0.0861693758517503,0.0,-0.0910309972306359,26,1851.8599853515625,-0.0001889502774082,2016,2
28,2016-02-11,-0.1111665218933017,0.0,0.0,-0.1146454717963934,0.0,0.0,-0.1571908347308635,0.0,0.0,0.0,0.0472102612257003,0.0,-0.0011340379714965,0.0,0.0,0.0,-0.0041617692137757,-0.0235406048595905,0.0,0.0,0.0,-0.962762240320444,-0.2240898668533191,-0.852539233979769,-0.9572958084754646,-0.9483000983018428,-0.4063564785756171,0.0447508506476879,-0.933715342078358,0.0,-0.133371527697568,27,1829.0799560546875,-0.0123011617925047,2016,2
29,2016-02-12,-0.1434856226513549,0.8490259684622288,-0.2930596844603618,0.0,-0.9426972158253192,0.0,-0.4188643662879864,0.0,0.0,-0.9097816459834576,0.172666847705841,0.0,0.0995806232094764,0.0,0.0,0.0,0.0,0.0833292305469513,0.0,0.0,0.0,0.0,-0.9327631331980228,0.26994564011693,0.5449729636311531,0.6923353237410387,0.4684195765294134,0.0,-0.2093117507174611,0.0,-0.0976017111230216,28,1864.780029296875,0.0195180495658551,2016,2
30,2016-02-16,-0.071713564841705,0.3278207629919052,-0.2251474969935688,-0.8858805168420076,0.0,0.0,-0.2921768302718798,0.8779494129121304,0.0,0.8568125851452351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9423854630440474,0.0,-0.0294601380204161,0.5018974497914315,0.1916597187519073,-0.6973433722741902,-0.0094236303120851,0.0,0.8036590218544006,0.0,-0.0739335076563049,29,1895.5799560546875,0.0165166541221624,2016,2
31,2016-02-17,-0.0497942255664569,0.8624772429466248,0.0,0.0,0.0,0.0,-0.3926709713414311,0.0,0.8239403367042542,0.0,0.0,0.0,0.0,0.0,0.0,0.77329470962286,0.0,0.1894965544342994,0.0,0.9410398453474044,0.7929246947169304,0.0,0.1471660258248448,0.7898148884996772,0.2322206497192382,0.2311795148998499,-0.5188921472989023,-0.943230241537094,0.7174525430426002,-0.922503063455224,-0.0652435106537878,30,1926.8199462890625,0.016480439210486,2016,2
32,2016-02-18,-0.0722015174262592,-0.9377987645566463,0.0,-0.4661392304114997,0.0,0.0,0.0390092837624251,0.0,-0.1183263882994651,0.0,0.0,0.0,0.3603397309780121,0.0,0.0,0.0,0.0,-0.0347413877025246,0.0,0.0,0.7280431464314461,0.0,0.0515936923523744,-0.0585519643500447,0.8686404936015606,0.0898337192833423,-0.1945722619071603,0.0,0.385753258690238,0.7458753390237689,-0.0523216152094647,31,1917.8299560546875,-0.0046657137070275,2016,2
33,2016-02-19,-0.1010811890849749,0.4215017631649971,-0.5907542854547501,0.0,0.0,0.0,-0.1624607294797897,0.0,0.0,0.0,0.0,0.0293520465493202,0.0,0.0,-0.8444173512980342,0.0,0.0,-0.3263876065611839,0.0,0.0,0.0,0.0,-0.959985681809485,-0.6688492915903529,0.0,-0.1931208375841379,-0.3484776020896705,0.1408959138207137,-0.9537480105645956,0.3275317996740341,-0.096996015067964,32,1917.780029296875,-2.603294293890794e-05,2016,2
34,2016-02-22,-0.0691125360793977,0.908205758780241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7917930595576763,0.0,0.0,-0.0660678911954164,0.0,0.0,0.0,-0.0071792006492614,0.4100051082205027,0.0,-0.5032108165323734,0.0,0.0,0.046131531894207,-0.0454240328399464,0.6221306268125772,-0.0195969467361768,0.0176281477324664,0.0711819437953333,0.6107074189931154,0.0,-0.059764102495478,33,1945.5,0.0144541971861538,2016,2
35,2016-02-23,-0.0106163478593396,-0.947826928459108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0270752478390932,-0.2189222984015941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6606889152899384,-0.3452117623140414,-0.951239539310336,-0.0472548706457018,-0.597259046509862,-0.0183932166546583,-0.9594470842275769,0.7442487068474293,-0.0962197048045222,34,1921.27001953125,-0.0124543718677717,2016,2
36,2016-02-24,-0.0399872319483147,-0.9457997418940068,0.0,0.0,0.0,0.0,-0.0320065170526504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9146259711124004,0.0,-0.0870781317353248,0.0,-0.9524885055919488,0.0619107000529766,-0.4188038697466254,-0.4414900303818285,-0.6724778523202986,-0.6838416028767824,0.1035332754254341,-0.634152349550277,0.0,-0.0484541741233259,35,1929.800048828125,0.0044397868129728,2016,2
37,2016-02-25,-0.0562299428049622,0.630305478349328,0.0,0.0,0.0,0.0,0.9323582164943218,0.0,0.0,0.0,0.0,-0.0184593576317032,0.898026417940855,0.0,0.0,0.0,0.0,-0.3167075157786409,0.0,0.0,0.8589135520160198,-0.9501610193401576,-0.0877953278166907,-0.3595116026699543,-0.5252203668157259,0.6411252059042454,-0.0324445689717928,0.4948502383194864,0.1415061261504888,0.0,-0.0702488214189766,36,1951.699951171875,0.0113482753599518,2016,2
38,2016-02-26,-0.0434356845193341,-0.9237143378704786,0.0,0.0,0.0,0.0,-0.0374296158552169,0.0,0.0,0.370340347290039,0.0,0.0,0.4128398522734642,0.8495274558663368,0.0,0.1879231370985508,0.0,-0.476021409034729,0.0,0.8576849307864904,0.8161990121006966,0.0,-0.2620405368506908,0.1752708405256271,-0.0715826302766799,-0.1311790381247798,-0.2896964191976521,0.0,0.7792593762278557,-0.76241435110569,-0.0141470406941143,37,1948.050048828125,-0.0018701144822791,2016,2
39,2016-02-29,-0.0670200372336099,0.0,0.7126549631357193,0.0,0.0,0.0,0.3203040063381195,0.0,0.1340227974578738,-0.9536424959078432,0.0,0.0,-0.9553489610552788,0.8948771208524704,0.0760341770946979,0.0,0.0,-0.055613337217697,0.0,0.0,0.0,0.0,-0.0328630298376083,0.3012033843745788,-0.5109578846022487,-0.3887485568411648,-0.3423299465328455,-0.6007771771401167,0.0565858478657901,0.0,-0.0620561580727368,38,1932.22998046875,-0.0081209763419023,2016,2
40,2016-03-01,-0.0758447048277026,0.2461739778518676,-0.2324093108375867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059383772313594,-0.032751552760601,0.0,0.0,-0.9485466475598514,-0.0102229804421464,0.0969095168635249,0.0,0.8449562899768353,-0.0569798350334167,-0.963962143054232,0.4920347488950938,0.838951944373548,0.0,0.5891411565244198,0.2520770127885043,0.0,0.8058092767993609,-0.6772033758461475,-0.0592031809350596,39,1978.3499755859373,0.0238687918018946,2016,3
41,2016-03-02,-0.059638496943384,-0.0348597168922424,0.0,0.3670667856931686,0.0,0.0,-0.9158791918307544,0.0,0.0,0.0,0.0180627331137657,0.0,0.8893799036741257,0.0,0.0,0.0,0.0,0.0,0.0,0.8319834591820836,0.0,0.0,0.8430523863062263,-0.1260105851106345,0.1472379316886266,0.56210649125278,-0.925736921839416,0.0,0.913288226351142,0.0,-0.0471929355294673,40,1986.449951171875,0.0040943087350045,2016,3
42,2016-03-03,-0.0066927508720145,-0.0944461524486541,0.0,0.0,0.0,0.0,-0.2546942184368769,0.0,0.0,0.0,0.1941811647266149,0.0,0.0,0.0,0.0,0.0,0.0,-0.1080716215074062,0.0,0.0,-0.9301446061581372,-0.8081815975407759,0.1056680299341678,-0.7864996156034371,-0.4158869385719299,-0.5954074589535594,-0.1619263527294,0.4374647289514541,0.8599960822612047,0.0,-0.0388043238355582,41,1993.4000244140625,0.0034987406745825,2016,3
43,2016-03-04,-0.0829941080988294,-0.5494314506649971,0.0,0.0,0.0,0.0,-0.8396753557026386,0.0,0.0,0.0,0.0,0.0,0.0,0.9041203558444976,0.2330315085127949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3417497674624125,-0.1753649093210697,-0.1142400503158569,0.8303239132676806,-0.7427328670058738,-0.3082889852424462,0.4530090107582509,-0.8820478469133377,-0.0753970049727376,42,1999.989990234375,0.0033058923144387,2016,3
44,2016-03-07,-0.0552219942302013,-0.9504661317914724,0.0,0.0,0.0,0.0,-0.6182883977890015,0.0,0.0,0.4380521476268768,0.0,0.0905886692926287,0.9274705424904824,-0.9549311781302094,0.0,0.0,0.0,-0.2500695238510768,0.0,0.9208954423666,0.0,0.0,0.1616996005177498,-0.8810431230813265,-0.1706056594848632,-0.9175180895254016,-0.1704890861216446,0.0,0.1530722510069608,0.0,-0.0594372027702868,43,2001.760009765625,0.0008850141950173,2016,3
45,2016-03-08,-0.1050527281998873,-0.94550561097761,0.6673914790153503,0.0,0.0,0.0,0.0,0.0,0.0,-0.0844975188374519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9653948657214642,0.0,0.0,-0.939059730619192,0.7654476258903742,-0.0484749441966414,-0.751939523499459,0.0,-0.9145242376253008,-0.27135405822524,0.0,-0.9490305809304118,0.0,-0.1101268511942277,44,1979.260009765625,-0.011240108649505,2016,3
46,2016-03-09,-0.0491816100143098,0.8885978423058987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008049607276916,0.0,0.0,0.0,0.0,0.0,0.0,-0.3499352522194385,0.077198427170515,0.0,0.0,0.0,0.4077188912779093,-0.8090622771997005,0.3714653998613357,0.201733270039161,-0.1071337908506393,0.2012388085325559,0.7854530514838794,-0.5295607894659042,-0.07147327107053,45,1989.260009765625,0.0050523932937866,2016,3
47,2016-03-10,-0.0406307987785071,-0.1401747514804204,0.0,0.0,0.0,0.0,0.2270052339881658,0.0,0.0,0.0,0.0,0.0,0.0,0.8600072599947453,0.0,0.00448814406991,0.0,0.0722582150483504,0.0,0.0,-0.9455137914046644,0.0,-0.4826500301714986,-0.6032681256532669,-0.1602304875850677,0.1284009799361229,-0.8023813758045435,0.0,-0.1148552438244223,-0.3089489322155714,-0.0541108980397817,46,1989.5699462890625,0.0001558049334506,2016,3
48,2016-03-11,-0.0412814963441036,-0.4291128627955913,0.0,0.0,0.0,0.0,-0.9385242834687232,0.0,0.0,0.0,0.5948224402964115,0.0,-0.700067549943924,0.902600284665823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347320772707462,-0.0585733316838741,0.4208995103836059,0.2747521572746336,0.3268542625010013,0.26809301674366,0.888659093528986,-0.2704735202714801,-0.0333786444409638,47,2022.18994140625,0.0163955005341883,2016,3
49,2016-03-14,-0.0793161696479033,0.6781348542620739,0.0,0.0,0.0,0.0,-0.0940002482384443,0.0,0.0,0.0,0.0537516698241233,-0.1080472134053707,0.6930425763130188,-0.9569897959008812,0.0,0.0,0.0,-0.9525197241455317,0.0,-0.935305883642286,0.0,0.0,0.1954934708774089,-0.8282761292066425,-0.165371872484684,0.740575572475791,-0.4478223889189608,0.0138582997024059,-0.9257466923445464,0.0,-0.0883676554654073,48,2019.6400146484373,-0.0012609729212871,2016,3
50,2016-03-15,-0.1433995618983986,-0.9511825361599524,0.0662364959716796,0.5087828543037176,0.0,0.0631025061011314,-0.953641346655786,0.0,0.0,0.0,0.0,0.0,0.0,0.4822215139865875,0.0,0.0,0.0,-0.3308853358030319,0.0,0.8342476114630699,-0.9259925577789544,0.0,0.2071551627789934,-0.7352761430665851,-0.9014016948640348,-0.9431323350872844,-0.4308004854963376,0.0,-0.9549939390271902,0.0,-0.1219354768604218,49,2015.9300537109373,-0.0018369416879204,2016,3
51,2016-03-16,-0.0219106808080888,0.0,-0.8563084304332733,0.0,0.0357771422713995,0.0,-0.4626261028461158,0.0,0.0,0.0,0.0,0.0911173112690448,-0.9365726206451654,0.0,-0.0721418373286724,0.063294306397438,-0.0120001506681243,0.0,0.0,0.0,0.0,0.0061862915754318,-0.0918157994747161,0.0666684458653132,-0.6295401528477669,0.6886202245950699,-0.1468431535953035,0.0,0.8740591884901127,0.0,-0.0557683083660746,50,2027.219970703125,0.0056003515456327,2016,3
52,2016-03-17,-0.0293013188525505,-0.0770793855190277,-0.8289199322462082,0.0,0.432318820618093,0.0631919614970684,0.0,0.0,0.0,0.5908355582505465,0.0,0.0885671069845557,0.0,-0.9396119639277458,0.0,0.5149405971169472,0.0,0.0,0.0,0.0,-0.8534535393118858,0.0188125392887741,-0.2127377085077265,-0.4001134999096393,-0.353437274073561,-0.267616333750387,-0.4013930492219515,-0.155097172036767,0.880381878465414,0.0,-0.0777457119041789,51,2040.5899658203125,0.0065952364866207,2016,3
53,2016-03-18,-0.0562361346037928,0.7376557998359203,0.5602157413959503,0.0,0.8285349421203136,0.0,-0.9542424287647008,0.0,0.0,0.0,-0.953633178025484,0.0425504324957728,0.0,0.8605503961443901,0.0,0.640260573476553,0.0,0.1944175080085794,0.0,0.5010316311381757,0.0,0.0,0.7288776778926452,0.8471662513911724,0.4336930736899376,-0.0286706862971186,-0.2175484709885148,0.0,-0.8363249348476529,0.3148389266182979,-0.0247066138684749,52,2049.580078125,0.0044056436889679,2016,3
54,2016-03-21,-0.1163268335613823,-0.3559718487473826,-0.376774251461029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2722916714847088,0.0,0.0,-0.9465265432372688,0.0,-0.3745319675654173,-0.7546066789266964,-0.7900251783430576,-0.0160231008194386,-0.3587775929322974,-0.0215024140530398,-0.0910165769746527,0.0,-0.0863772221229125,53,2051.60009765625,0.0009855772666847,2016,3
55,2016-03-22,-0.0981054916597213,-0.5327638387680054,0.2411875620484352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4980029717087745,0.0,0.0,0.0,0.0,-0.0583484477829188,-0.7363857834134251,-0.9057002644985914,-0.4080169234424829,-0.6741416685283184,0.0,-0.9408251736313104,0.0,-0.0982182447902754,54,2049.800048828125,-0.0008773877668369,2016,3
