,date,Topic_105,Topic_118,Topic_132,Topic_134,Topic_136,Topic_14,Topic_150,Topic_154,Topic_159,Topic_168,Topic_170,Topic_197,Topic_205,Topic_207,Topic_216,Topic_225,Topic_232,Topic_24,Topic_250,Topic_252,Topic_267,Topic_280,Topic_285,Topic_29,Topic_36,Topic_42,Topic_50,Topic_51,Topic_62,Topic_74,EBF,time_trend,adjclose,returns,year,month
0,2016-01-04,0.0,-0.3636363636363636,0.0,0.0,0.0,-0.3076923076923077,0.0,0.3684210526315789,-0.2857142857142857,-0.4285714285714285,0.0,0.0,-0.4285714285714285,0.1111111111111111,-0.4210526315789473,-0.1111111111111111,-0.6666666666666666,-0.4,-0.24,-1.0,0.0,0.0,0.0,-0.5,-1.0,-0.1818181818181818,0.0,0.0,-0.037037037037037,-0.0689655172413793,-0.1935866983372921,0,2012.6600341796875,,2016,1
1,2016-01-05,0.0,-0.1111111111111111,0.0,0.0,0.0,-0.2,0.0,0.2,-0.5714285714285714,-0.5,-0.5,-0.5,-0.3888888888888889,0.5,0.0,-0.1666666666666666,0.0,-0.6363636363636364,-0.2222222222222222,-0.25,0.0,0.0,0.2,-0.4,-0.75,-0.391304347826087,0.0,0.0,-0.1,-0.75,-0.2016165884194053,1,2016.7099609375,0.0020122259542273,2016,1
2,2016-01-06,0.0,-0.3,0.125,0.0,0.0,-0.5,0.0,0.0,-0.4,-0.4545454545454545,-1.0,0.0,-0.3333333333333333,-0.1,-0.5714285714285714,0.0,0.0,-0.4285714285714285,-0.625,-0.2727272727272727,0.0,0.0,0.2,-1.0,-0.1666666666666666,-0.4444444444444444,0.0,0.0,0.0,-0.4736842105263157,-0.2657915451895044,2,1990.260009765625,-0.0131153967026469,2016,1
3,2016-01-07,0.0,-0.3809523809523809,-0.5,0.0,0.0,-0.4285714285714285,0.0,-0.1666666666666666,-0.3571428571428571,-0.7142857142857143,-0.75,-0.1111111111111111,0.0,-0.2307692307692307,-0.625,-0.5,-0.375,0.0,-0.2222380952380952,0.0,0.0,-1.0,-0.6666666666666666,-0.75,0.0,-0.2941176470588235,-0.2222222222222222,0.0,-0.0454545454545454,-0.2142857142857142,-0.2372448979591837,3,1943.0899658203125,-0.0237004430144116,2016,1
4,2016-01-08,0.0,-0.125,0.0,-1.0,0.0,-0.4444444444444444,0.0,0.0,-1.0,-0.2,-0.3333333333333333,-0.3333333333333333,-0.4034736842105263,-0.1764705882352941,-0.2857142857142857,-0.4761428571428571,-0.2857142857142857,-0.1111111111111111,-0.8,0.0,0.0,-0.5,-0.5,0.0,0.0,-0.2666666666666666,1.0,0.0,-0.1666666666666666,-0.3846153846153846,-0.2176844583987441,4,1922.030029296875,-0.0108383743902185,2016,1
5,2016-01-11,-1.0,-0.1176470588235294,-0.4814444444444444,0.0,0.0,-0.3125,0.0,0.2575909090909091,-0.2352941176470588,-0.6666666666666666,0.0,-0.3333333333333333,-0.1923076923076923,0.2857142857142857,-0.2307692307692307,-0.5833125,-0.375,-0.0909090909090909,-0.2608695652173913,-0.375,0.0,0.0,0.3333333333333333,-0.4166666666666667,-0.5,0.0,0.0,0.0,-0.1470588235294117,-0.238095238095238,-0.1522130996309963,5,1923.6700439453125,0.0008532721255335,2016,1
6,2016-01-12,0.0,0.3076923076923077,-0.25,-1.0,0.0,-0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,-0.1666666666666666,-0.1666666666666666,-0.2631578947368421,0.291625,0.0,0.0,-0.1111111111111111,-0.125,0.0,-0.1666666666666666,0.0,-0.3333333333333333,0.2,-0.1428571428571428,0.5,0.2,1.0,0.0,-0.4,-0.3,-0.0965155367231638,6,1938.6800537109373,0.0078027985167562,2016,1
7,2016-01-13,-0.75,-0.2727272727272727,-0.5,0.0,0.0,-0.2941176470588235,0.0,-0.2,0.1666666666666666,-0.6666666666666666,-0.4,-0.4,-0.1666666666666666,0.0,-0.2222222222222222,-0.1666666666666666,-0.375,-0.25,-0.1071428571428571,-0.1111111111111111,0.0,0.0,-0.6,-0.5714285714285714,-0.6,-0.2222222222222222,-0.1111111111111111,0.0,-0.2857142857142857,-0.3571428571428571,-0.1547,7,1890.280029296875,-0.0249654523042197,2016,1
8,2016-01-14,0.0,-0.375,0.25,-1.0,0.0,-0.3846153846153846,0.0,0.0,-0.2727272727272727,-0.1666666666666666,0.0,-0.5,-0.3333333333333333,-0.3076923076923077,-0.1111111111111111,0.4285714285714285,-0.5714285714285714,-0.1666666666666666,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.4615384615384615,-0.5714285714285714,-0.238095238095238,-0.8,0.0,-0.2777777777777778,-0.0714285714285714,-0.2101281179138322,8,1921.8399658203125,0.0166959053866621,2016,1
9,2016-01-15,0.0,-0.1363636363636363,-0.2857142857142857,-0.2,0.0,-0.25,0.0,0.0,-0.2857142857142857,-0.1666666666666666,-0.8,-0.3333333333333333,-0.4,0.0,-0.5454545454545454,-0.5625,0.0,0.0833333333333333,-0.1578947368421052,0.0,-0.3333333333333333,0.0,-0.6666666666666666,-0.3333333333333333,0.0,-0.28125,0.6666666666666666,-1.0,-0.15625,-0.1538461538461538,-0.1810620437956204,9,1880.3299560546875,-0.02159909800185,2016,1
10,2016-01-19,0.0,-0.5217391304347826,0.0,0.0,0.0,0.0,1.0,-0.1428571428571428,-0.625,-0.5555555555555556,-1.0,-0.6,-0.5,-0.25,-0.6666666666666666,0.2223333333333333,-0.6666666666666666,-0.2857142857142857,0.0,-0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,-0.4444444444444444,0.0,-0.3125,-0.4230769230769231,-0.2021563342318059,10,1881.3299560546875,0.0005318215543926,2016,1
11,2016-01-20,0.0,0.0,0.0,-1.0,0.0,-0.3571428571428571,0.0,0.125,-0.5,-0.3333333333333333,0.0,0.0,-0.8333333333333334,-0.0909090909090909,-0.6833,-0.125,-0.1666666666666666,-0.25,-0.3636363636363636,0.0,0.0,0.0,0.0,-0.4,-0.5,-0.037,0.1904285714285714,0.0,-0.0769230769230769,-0.2105263157894736,-0.1734681122448979,11,1859.3299560546875,-0.0116938551524135,2016,1
12,2016-01-21,0.0,-0.1724137931034483,0.0,0.0,0.0,-0.4375,0.0,0.2222222222222222,0.2727272727272727,-0.3,0.0,0.0,-0.2,-0.3333333333333333,-0.0625,-0.5454545454545454,-0.25,-0.2857142857142857,-0.2727272727272727,-0.5,0.0,0.0,0.0,0.0,-0.6666666666666666,0.0,0.0,0.0,-0.3157894736842105,-0.2352941176470588,-0.1639114521841794,12,1868.989990234375,0.0051954383611315,2016,1
13,2016-01-22,0.0,-0.2222222222222222,-0.3333333333333333,0.0,0.0,0.0,0.0,0.2857142857142857,0.4,0.3333333333333333,0.0,0.0,-0.2,0.0,-0.1666666666666666,-0.0714285714285714,0.0,0.0,0.0714285714285714,-0.25,0.0,0.0,0.0,-0.5,0.0,-0.2333333333333333,0.3846153846153846,0.0,-0.2727272727272727,-0.1612903225806451,-0.1135792592592592,13,1906.9000244140625,0.0202837010244947,2016,1
14,2016-01-25,0.0,-0.138875,-0.25,0.0,0.0,-0.4117647058823529,0.5,-0.16,-0.238095238095238,-1.0,0.0,-0.1,0.0,-0.1,-0.6666666666666666,0.25,-0.3333333333333333,-0.0833333333333333,-0.2307692307692307,0.5,0.0,-1.0,0.0,-0.5332,0.0,-0.0571428571428571,0.3636363636363636,-1.0,-0.2121212121212121,-0.0833333333333333,-0.168143842364532,14,1877.0799560546875,-0.0156379820533789,2016,1
15,2016-01-26,0.0,-0.4,0.2857142857142857,0.0,0.0,-0.4117647058823529,0.0,0.1111111111111111,0.1428571428571428,-0.3333333333333333,0.0,-0.5,-0.5,0.0,-0.3846153846153846,0.0,0.0,-0.3333333333333333,0.2105263157894736,-0.2,0.0,0.0,0.0,0.0,0.0,-0.1428571428571428,-0.25,0.0,-0.1739130434782608,-0.4444444444444444,-0.13860103626943,15,1903.6300048828125,0.0141443355902264,2016,1
16,2016-01-27,0.0,-0.3846153846153846,0.0,1.0,0.0,-0.2548823529411765,0.5,0.125,0.0,0.0,-1.0,0.0,-0.2,-0.375,-0.6666666666666666,-0.3,0.0,-0.1666666666666666,-0.12,-0.3333333333333333,0.0,0.0,0.0,-0.6666666666666666,0.0,-0.1875,0.2222222222222222,-1.0,-0.0357142857142857,0.0952380952380952,-0.1354158653846154,16,1882.949951171875,-0.0108634837956394,2016,1
